author id,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet,foreign talents
117625567,2010-03-06 20:41:14+00:00, ,10088837917,en,0,0,0,0, ,New blog post: How do you attract and retain foreign talents in singapore? ( through education and medical field)? http://bit.ly/9Wngxm,foreign talents
85991330,2010-03-01 07:23:38+00:00, ,9815339910,en,0,0,0,0, ,"Do U Feel That Foreign Talents Are Needed For Singapore To Excel In Sports Internationally?why?: Yes

Related pos... http://bit.ly/btEXJH",foreign talents
70866152,2010-04-29 08:15:44+00:00, ,13057644522,en,0,0,0,0, ,I am officially jobless from tomorrow onwards. Thanks to my government in Singapore who welcomes foreign talents!,foreign talents
29171278,2010-04-19 11:32:45+00:00, ,12450722585,en,0,0,0,0, ,"heated discussions on foreign talents infiltrating Singapore in a multi-racial environment. If I die on the streets, I guess we all know why",foreign talents
15025570,2010-04-17 13:44:24+00:00, ,12341689716,en,0,0,0,0, ,"bring in more foreign 'talents' in & Singapore will lose more Singaporeans. if everyone has the $, more wld have left.",foreign talents
48598207,2010-04-11 01:29:31+00:00, ,11966042824,en,0,0,0,0, ,How do you attract and retain foreign talents in singapore? ( through education and medical field)?,foreign talents
48598207,2010-04-10 20:44:18+00:00, ,11955114733,en,0,0,0,0, ,How do you attract and retain foreign talents in singapore? ( through education and medical field)?,foreign talents
25865424,2010-04-09 07:23:30+00:00, ,11868935403,en,0,0,0,0, ,Another excuse to get more foreign talents again? RT @singapore_news: Start liberal arts at NUS http://bit.ly/cftRCY,foreign talents
55561468,2010-05-04 03:10:30+00:00, ,13343356471,en,0,0,0,0, ,"im bored, foreign talents are taking over singapore :/",foreign talents
83472593,2010-06-27 10:04:32+00:00, ,17155016579,en,0,0,0,0, ,Why did we import foreign table tennis talents; but forgot to do so for football? #WC2010 #Singapore,foreign talents
146851369,2010-06-25 07:19:50+00:00, ,16996636673,en,0,0,0,0, ,Fresh on Tech News: How do you attract and retain foreign talents in singapore? ( through education and medica... http://tinyurl.com/2eb8ymz,foreign talents
87973493,2010-06-23 17:57:24+00:00, ,16866281057,en,0,0,0,0, ,@Madelsy u agree to Singapore sports to reliant on foreign talents.,foreign talents
87973493,2010-06-23 07:55:31+00:00, ,16834380009,en,0,0,0,0, ,singapore sports too reliant on foreign talents. agree/disagree? i need help in this! pfft.,foreign talents
20221897,2010-06-23 02:58:59+00:00, ,16819432862,en,0,0,0,0, ,"Singapore : Foreign Talents Good in Sports, Locals only Good in Exam, Oh, Some only",foreign talents
112566442,2010-06-07 18:09:31+00:00, ,15646671534,en,0,0,0,0, ,"""Singapore risks losing talents if not enuff varsity places"" (ST) No matter! Simply IMPORT! Like ping-pong team. More foreign faces, I like!",foreign talents
14551192,2010-06-04 16:43:36+00:00, ,15428354797,en,0,0,0,0, ,@standingsushi Did you pay $100? Or are you one of 'em "Foreign Talents" we have here in Singapore? :),foreign talents
67914408,2010-07-29 10:24:10+00:00, ,19815514588,en,0,0,0,0, ,#fact #constitution: Lee Kuan Yew: Foreign talents add to growing “intellectual class” in Singapore - The Temasek Re... http://ow.ly/18lcEE,foreign talents
45307981,2010-07-29 10:07:43+00:00, ,19814802063,en,0,0,0,0, ,"Lee Kuan Yew: Foreign talents add to growing “intellectual class” in Singapore http://bit.ly/cs4EqZ  U TAKE CHARGE , IF U R SMARTER THAN HIM",foreign talents
19345323,2010-07-29 09:59:57+00:00, ,19814449409,en,0,0,0,0, ,Lee Kuan Yew: Foreign talents add to growing “intellectual class” in Singapore: Despite widespread unhappiness amo... http://bit.ly/aCffdW,foreign talents
36485824,2010-07-29 05:22:59+00:00, ,19801976771,en,0,0,0,0, ,How do you attract and retain foreign talents in singapore? ( through education and medical field)? http://ht.ly/18l13E,foreign talents
123539701,2010-07-25 02:48:31+00:00, ,19464754042,en,0,0,0,0, ,Singapore is flooded!!! Flooded with all the foreign 'talents'. And they dont like to bathe siah! Smelly ttm lar! Puke!,foreign talents
27614566,2010-07-21 10:38:18+00:00, ,19066959145,en,0,0,0,0, ,"Fuck dammit, Singapore is really overpopulated. Stop bringing in the goddamn ""foreign talents""!",foreign talents
16867297,2010-07-09 12:27:55+00:00, ,18113930463,en,0,0,0,0, ,RT @thescapist: Encountered another salesgirl who can't speak English. Dunno why these 'foreign talents' bother working in Singapore.,foreign talents
108536606,2010-08-29 12:24:22+00:00, ,22433583700,en,0,0,0,0, ,PM Lee met Bill Gates. PM said we wants to be like Microsoft business to illustrated foreign talents and immigrants issue of Singapore.,foreign talents
80219639,2010-08-23 20:12:36+00:00, ,21939756061,en,0,0,0,0, ,Q&A: How do you attract and retain foreign talents in singapore? ( through education and medical field)? http://f.ast.ly/SLTtD,foreign talents
170980737,2010-08-17 05:37:24+00:00, ,21379075192,en,0,0,0,0, ,"Overview of Types of Work Pass - Singapore welcomes foreign talents in order to sustain a vibrant and dynamic talent pool.
http://ping.fm/aJ",foreign talents
153030443,2010-08-16 16:05:48+00:00, ,21326063913,en,0,0,0,0, ,Singapore should stop trying to win medals in yog and start to win over foreign talents from china.,foreign talents
69845464,2010-08-08 06:20:14+00:00, ,20609378245,en,0,0,0,0, ,"For over a decade, Singapore have been emphasizing on importing foreign talents...let's be honest, sometimes at the expense of locals.",foreign talents
170162918,2010-09-19 13:47:11+00:00, ,24935677383,en,0,0,0,0, ,"Singapore is just a fucking stepping stone for 'foreign talents' to go further their studies elsewhere. So, lets stop freaking importing em.",foreign talents
137263068,2010-09-16 05:44:23+00:00, ,24639655758,en,0,0,0,0, ,Chk out the Singapore Internationale Grant 4 artists in SG 2 collaborate w/ foreign talents Dateline 29th October http://tinyurl.com/2ef78jt,foreign talents
13895662,2010-09-16 05:44:22+00:00, ,24639654961,en,0,0,0,0, ,Chk out the Singapore Internationale Grant 4 artists in SG 2 collaborate w/ foreign talents Dateline 29th October http://tinyurl.com/2ef78jt,foreign talents
40227793,2010-09-14 10:29:21+00:00, ,24464262506,en,0,0,0,0, ,Singapore targets 6 medals for 2016 olympics... shouldn't be a problem considering the rate we are bringing in foreign talents...,foreign talents
140383878,2010-09-08 05:56:13+00:00, ,23889699096,en,0,0,0,0, ,Revisited: PRC teacher obtained Singapore within TWO months: While real foreign talents like Mr Peter Kriz who gra... http://bit.ly/caJwer,foreign talents
19345323,2010-09-08 05:40:36+00:00, ,23888877935,en,0,0,0,0, ,Revisited: PRC teacher obtained Singapore within TWO months: While real foreign talents like Mr Peter Kriz who gra... http://bit.ly/9DfpUU,foreign talents
76642733,2010-09-04 04:11:05+00:00, ,22948069915,en,0,0,0,0, ,It's official! Singaporean drop to 49% vs Foreign talents population.  Latest gahmen excuse: "Singapore is (cont) http://tl.gd/3fjhco,foreign talents
32486924,2010-10-29 03:06:07+00:00, ,29051228613,en,0,0,0,0, ,Singapore: Why Innovate in Utopia? -&gt; It only means that more foreign talents will flock to Singapore. Govt loves it http://ow.ly/31fkV,foreign talents
94279667,2010-10-25 00:17:21+00:00, ,28642463024,en,0,0,0,0, ,"@wongmelissa lol, they are ""foreign talents"" that bring revenue to Singapore. I bet the government wont want to kill them.",foreign talents
199325071,2010-10-06 15:46:48+00:00, ,26562924184,en,0,0,0,0, ,Hello world~ Let's tweet about foreign talents in Singapore~,foreign talents
43808507,2010-11-28 23:22:18+00:00, ,9.02431E+15,en,0,0,0,0, ,Widening the ping-pong pool: by Ian De Cotta SINGAPORE - Foreign-born talents have been carrying the nation's fl... http://bit.ly/fXb2P5,foreign talents
43808507,2010-11-28 23:21:00+00:00, ,9.02399E+15,en,0,0,0,0, ,Widening the ping-pong pool: by Ian De Cotta SINGAPORE - Foreign-born talents have been carrying the nation's fl... http://bit.ly/hXPw3w,foreign talents
119420687,2010-11-28 22:21:24+00:00, ,9.00899E+15,en,0,0,0,0, ,Widening the ping-pong pool: by Ian De Cotta SINGAPORE - Foreign-born talents have been carrying the nation's fl... http://bit.ly/hSoXWd,foreign talents
23154535,2010-11-25 00:39:31+00:00, ,7.59419E+15,en,0,0,0,0, ,Why Singapore needs Foreign Talents: ageing population (CPF?); Japan?  The Japan syndrome | The Economist http://tinyurl.com/28kmycs,foreign talents
49000557,2010-11-18 12:56:07+00:00, ,5.24285E+15,en,0,0,0,0, ,"Awww, Singapore player lost to China in table tennis. Ohwell, foreign talents! :/",foreign talents
172796191,2010-11-10 04:46:08+00:00, ,2.22044E+15,en,0,0,0,0, ,"First satellite launch by Singapore, made by foreign talents, most likely manufacture by foreigners too.. familiar ? #olympicteamsg",foreign talents
212399162,2010-12-17 15:48:03+00:00, ,1.57954E+16,en,0,0,0,0, ,Singapore welcomes foreign talents in order to sustain a vibrant and dynamic talent pool http://wong.to/f1d9h,foreign talents
76354155,2010-12-17 05:43:54+00:00, ,1.56433E+16,en,0,0,0,0, ,Singapore is flooded by 'foreign talents' .... Zzz,foreign talents
96143371,2010-12-08 01:34:40+00:00, ,1.23191E+16,en,0,0,0,0, ,Malaysia woos foreign talents by issuing a 10 year pass not tied to employers...is this the answer to the failed PEP of Singapore?,foreign talents
32904255,2010-12-07 02:57:10+00:00, ,1.19775E+16,en,0,0,0,0, ,"Hi Ken @ken_talks, Singapore is always open for foreign talents. Log on now to www.jobsdb.com.sg where you can find your dream job. :-)",foreign talents
148303591,2010-12-01 15:06:23+00:00, ,9.98668E+15,en,0,0,0,0, ,"Is Singapore is such an independent country, why do this country need people like me? The 'foreign talents'?",foreign talents
66290463,2011-01-29 06:49:24+00:00, ,3.12425E+16,en,0,0,0,0, ,@Xin_Rui because I'm not from china perhaps haha. Singapore only uses foreign talents for sporting events.Haha!k I need stop this wisp thing,foreign talents
19013879,2011-01-26 09:05:25+00:00, ,3.01896E+16,en,0,0,0,0, ,Even loan sharks are hiring foreign talents. Most of the thugs are from Taiwan and Vietnam. #Singapore http://fb.me/tRm4pJz6,foreign talents
10079642,2011-01-13 13:00:49+00:00, ,2.55378E+16,en,0,0,0,0, ,"Singapore is already becoming THEIR home, not my home anymore.. I cannot stand living with SOSOSO many foreign ""talents"" in my country",foreign talents
22615919,2011-01-10 06:25:26+00:00, ,2.43511E+16,en,1,0,0,0, ,Why do many MNCs in Singapore hire Foreign Talents for Senior Management Positions?   http://bit.ly/fa7Hnz,foreign talents
56636203,2011-01-07 19:28:50+00:00, ,2.34611E+16,en,0,0,0,0, ,yeah~ sacked whole Singapore’s national football team players! go buy foreign talents again uh! tat's wad singapore always do?,foreign talents
102979716,2011-01-05 20:07:47+00:00, ,2.27461E+16,en,1,0,0,0, ,"Why do many MNCs in Singapore hire Foreign Talents for Senior Management ...: As early as primary school, ... http://tinyurl.com/2azubrt",foreign talents
129753846,2011-01-05 18:27:11+00:00, ,2.27208E+16,en,0,0,0,0, ,(TTR) Why do many MNCs in Singapore hire Foreign Talents for Senior Management Positions? http://scoo.ps/edmc8K,foreign talents
64684768,2011-01-05 18:27:11+00:00, ,2.27208E+16,en,0,0,0,0, ,(TTR) Why do many MNCs in Singapore hire Foreign Talents for Senior Management Positions? http://scoo.ps/edmc8K,foreign talents
27598291,2011-01-05 18:27:09+00:00, ,2.27208E+16,en,0,0,0,0, ,(TTR) Why do many MNCs in Singapore hire Foreign Talents for Senior Management Positions? http://scoo.ps/edmc8K,foreign talents
109264165,2011-02-26 11:06:25+00:00, ,4.1454E+16,en,0,0,0,0, ,@gogotechgadgets That is not new just like getting more FTs Foreign Talents into Singapore to win more votes for the regime .,foreign talents
242635346,2011-02-24 13:56:11+00:00, ,4.0772E+16,en,0,0,0,0, ,Are we attracting foreign talents or foreign duds to Singapore? http://is.gd/ank70w,foreign talents
106751847,2011-02-23 11:38:32+00:00, ,4.03749E+16,en,0,0,0,0, ,no hard feelings for foreign talents in Singapore. Its only this damn guy who judges people just cos of education level.,foreign talents
84379189,2011-02-22 10:21:16+00:00, ,3.99931E+16,en,0,0,0,0, ,"'foreign talents' dangerously crossing the road like nobody s business, damn you all!! don't dirty Singapore road can?",foreign talents
121648132,2011-03-27 07:56:34+00:00, ,5.19155E+16,en,0,0,0,0, ,This is the reason why Singapore needs foreign talents. http://yfrog.com/h4h8lonj,foreign talents
47587122,2011-03-20 12:17:20+00:00, ,4.94444E+16,en,0,0,0,0, ,Soon Singapore will become F.T Island. Foreign Talents Island.,foreign talents
221341480,2011-03-18 01:29:03+00:00, ,4.85565E+16,en,0,0,0,0, ,Singapore PMETs are losing their jobs to Foreign Talents http://is.gd/FYeqgC,foreign talents
27911147,2011-03-13 02:48:35+00:00, ,4.67646E+16,en,0,0,0,0, ,"Ungrateful, trash talking coward! RT @sphasiaone: Forummer: ""We foreign talents do not need Singapore"" http://t.co/8shXS8t",foreign talents
19013879,2011-03-13 02:30:19+00:00, ,4.676E+16,en,0,0,0,0, ,Forummer: "We foreign talents do not need Singapore" http://fb.me/TOlzQWep,foreign talents
163874552,2011-03-07 04:17:51+00:00, ,4.46127E+16,en,0,0,0,0, ,@IchthysNix Enough liao lah. No need babies oredy! I don't want a more crowded Singapore! We're purveyors of fantastic foreign talents lah!,foreign talents
13519582,2011-03-02 07:16:59+00:00, ,4.28458E+16,en,0,0,0,0, ,Took the westbound MRT and realised that I'm surrounded by foreign speaking talents in the entire train. Am I still in Singapore? #fb,foreign talents
229856805,2011-03-01 13:00:20+00:00, ,4.25699E+16,en,0,0,0,0, ,We have so many foreign talents in Singapore...I wonder if I ever will get overlooked.,foreign talents
117023171,2011-04-28 13:42:08+00:00, ,6.35989E+16,en,0,0,0,0, ,@jeanetickles By importing more foreign "talents" to reduce labour cost in order to boost GDP. The income gap is Singapore is widening.,foreign talents
48236759,2011-04-25 14:26:13+00:00, ,6.25228E+16,en,0,0,0,0, ,"sorry MM Lee,i still dont think we need foreign 'talents' here in singapore.",foreign talents
61170405,2011-04-23 18:03:51+00:00, ,6.18528E+16,en,0,0,0,0, ,"""Foreign talents come to Singapore because of the opportunities it offers. We are going to have an intellectual... http://fb.me/Lt8M75Bc",foreign talents
108980930,2011-04-21 09:46:44+00:00, ,6.10029E+16,en,0,0,0,0, ,Singapore for singaporeans! Foreign talents who come here to compete w us for white collar jobs can fuck off!,foreign talents
53057132,2011-04-19 07:34:43+00:00, ,6.02449E+16,en,0,0,0,2, ,"RT @Vote_SG: ""Foreign talents can contribute to Singapore without the need to serve National Service"" - Major General Chan Chun Sing, #P ...",foreign talents
243942106,2011-04-19 06:47:37+00:00, ,6.02331E+16,en,0,0,0,2, ,"""Foreign talents can contribute to Singapore without the need to serve National Service"" - Major General Chan Chun Sing, #PAPfail",foreign talents
31376737,2011-04-19 01:19:18+00:00, ,6.01504E+16,en,0,0,0,0, ,"And you pinoy, Im gonna chop yr locks if you dont quit swishing them onto me. Welcome to cosmopolitan Singapore, foreign talents!",foreign talents
63951988,2011-04-18 11:37:35+00:00, ,5.99437E+16,en,0,0,0,0, ,"Singapore said that the only resource we had is human brain,but our human brain also lose to the foreign talents,so wat do we actually have?",foreign talents
104796619,2011-04-17 14:31:52+00:00, ,5.96251E+16,en,0,0,0,0, ,Foreign talents. lolol. STOMP - Singapore Seen - China hawker couple attacked 3 patrons for taking extra ikan bilis http://t.co/btUbyFS,foreign talents
61170405,2011-04-16 16:53:17+00:00, ,5.92983E+16,en,1,0,0,0, ,&lt;Daily Quote&gt; "Foreign talents can contribute to Singapore without the need to serve National Service" - Major... http://fb.me/zo6KXIKx,foreign talents
281999992,2011-04-15 00:57:10+00:00, ,5.86953E+16,en,0,0,0,0, ,Why we need scholar grade MP? because Singapore needs foreign Talents to setup business to compete against Locals selling to Singaporeans,foreign talents
128891379,2011-04-04 11:04:36+00:00, ,5.48619E+16,en,0,0,0,0, ,"in Singapore, you wont easily be able to identify ""foreign talents"" and tourists.",foreign talents
147514059,2011-05-28 10:08:28+00:00, ,7.44167E+16,en,0,0,0,0, ,to the left; to the left... to the right; to the right. There r many foreign talents! This is Singapore :( I'm having identity crisis!!!,foreign talents
153056706,2011-05-27 12:24:17+00:00, ,7.40885E+16,en,0,0,0,0, ,"RT @YingxiuWhitey I don't wanna stay in Singapore anymore...): it's so stressful, filled with foreign talents snatching our places.",foreign talents
146521468,2011-05-15 02:27:36+00:00, ,6.95897E+16,en,0,0,0,0, ,"All the foreign talents in Singapore need to get the fuck out of the way and best, out of here. Seriously",foreign talents
152587423,2011-05-13 17:24:04+00:00, ,6.90905E+16,en,0,0,0,0, ,Singapore is a fiery country run by fiery government with fiery economy full of fiery foreign talents living directly under fiery sun ar ...,foreign talents
266374311,2011-05-11 14:14:28+00:00, ,6.83181E+16,en,0,0,0,0, ,"@Charmycakes Oh yes, @LuLu_karaoke and @Lulu_0422 . So many foreign talents in Singapore.",foreign talents
22269808,2011-05-11 13:40:35+00:00, ,6.83095E+16,en,0,0,0,0, ,"Foreign talents I don't hate you, but please don't get into my way. I'm lookin at my Singapore girl.",foreign talents
87127802,2011-05-11 12:31:18+00:00, ,6.82921E+16,en,0,0,0,0, ,Get more foreign talents la. Dirty Singapore only.,foreign talents
14403144,2011-05-11 08:32:03+00:00, ,6.82319E+16,en,0,0,0,0, ,one of my Chinese friends told me straight in the face that Singapore has no local talents which is why we need foreign ones.Most upsetting.,foreign talents
169097279,2011-05-08 15:23:34+00:00, ,6.72483E+16,en,0,0,0,0, ,"wtflol! ""Instead of kicking out the foreign talents in singapore, the people kicked out the Minister of foreign affairs"" #ge2011 #sgeletions",foreign talents
75304440,2011-05-07 16:38:46+00:00, ,6.69048E+16,en,0,0,0,0, ,"Sometimes, i think Singapore too despo for foreign talents alrd.",foreign talents
166627637,2011-05-06 14:23:12+00:00, ,6.65083E+16,en,0,0,0,0, ,Singapore listed as the 5th country in the Global Talent Index - http://goo.gl/gFGLj. Foreign talents or homegrown?,foreign talents
131416752,2011-05-05 12:16:10+00:00, ,6.6114E+16,en,0,0,0,0, ,"""Singapore must never never never ever ever ever be owned by foreign talents!"" - Dr Ang Yong Guan. I so fucking agree!",foreign talents
59522630,2011-05-05 10:09:16+00:00, ,6.6082E+16,en,0,0,0,0, ,:) RT @qutequte #Singapore Are foreign talents even a "threat" to the Work Force? Are thr academic qualifications & experience EXACTLY ...,foreign talents
14271227,2011-05-05 10:07:37+00:00, ,6.60816E+16,en,0,0,0,0, ,#Singapore  Are foreign talents even a "threat" to the Work Force?  Are thr academic qualifications & experience EXACTLY the same as yours?,foreign talents
152252150,2011-05-05 01:14:04+00:00, ,6.59473E+16,en,0,0,0,0, ,Christine&TEAM Love Foreign Talents In Singapore!They Have Raised Our Standard Of Excellency. We Learned To Take On Competition FEARLESSLY.,foreign talents
152252150,2011-05-05 00:59:40+00:00, ,6.59437E+16,en,0,0,0,0, ,Christine Tan & TEAM Love Foreign Talents In Singapore! We Helped Them To Help All. We Can Build Huge Global Community Without Leaving Home.,foreign talents
152252150,2011-05-05 00:56:42+00:00, ,6.5943E+16,en,0,0,0,0, ,"Friends From Singapore. Are U worry Too Many Foreign Talents In Our Land? My TEAM Love All Of Them.
www.maquijuicesingapore.com",foreign talents
41346373,2011-05-04 15:01:09+00:00, ,6.57931E+16,en,0,0,0,0, ,"Singapore NEEDS the foreign talents.. I agree with the papers, don't change the damn system.",foreign talents
2102391,2011-05-04 13:28:59+00:00, ,6.57699E+16,en,0,0,0,0, ,@nawkgnihs huh why huh? ex-CoA: "Foreign talents can contribute to Singapore without the need to serve National Service",foreign talents
165256525,2011-05-04 12:50:58+00:00, ,6.57603E+16,en,0,0,0,0, ,Why the fuck would I want to know what Singapore do to attract foreign talents like those scholars? Propaganda much.,foreign talents
21762821,2011-05-04 12:50:57+00:00, ,6.57603E+16,en,0,0,0,2, ,"RT @TODAYonline: SDP's Ang Yong Guan: Singapore must never never never, ever ever ever be owned by foreign talents #sgelections",foreign talents
40652128,2011-05-04 12:23:29+00:00, ,6.57534E+16,en,1,0,0,0, ,Everyone is complaining about how the government is bringing too many foreign workers/talents to Singapore...,foreign talents
41085467,2011-05-04 12:04:51+00:00, ,6.57487E+16,en,0,0,0,2, ,"SDP's Ang Yong Guan: Singapore must never never never, ever ever ever be owned by foreign talents #sgelections",foreign talents
32904255,2011-05-02 00:58:27+00:00, ,6.48562E+16,en,0,0,0,0, ,@Mwelyzha Singapore accepts foreign talents. :) Are you in SG? Or not yet?,foreign talents
282136177,2011-05-01 17:54:20+00:00, ,6.47495E+16,en,0,0,0,0, ,#singapore #sgelections Mas Selemat; foreign talents; malays remarks; tin pei ling; molestor steve tan -... http://tumblr.com/xlk2cfxe4n,foreign talents
242635346,2011-06-28 18:32:53+00:00, ,8.57777E+16,en,0,0,0,0, ,More Indian foreign "talents" are coming to Singapore http://bit.ly/igm8xA,foreign talents
242635346,2011-06-28 15:36:27+00:00, ,8.57333E+16,en,0,0,0,0, ,"Thanks to these Foreign ""Talents"", Singapore will soon be known as Vice City http://bit.ly/kV0oKr",foreign talents
270337316,2011-06-27 12:07:00+00:00, ,8.53182E+16,en,0,0,0,0, ,Foreign talents enter #Singapore by bogus means http://bit.ly/luvMsi,foreign talents
221341480,2011-06-22 12:43:01+00:00, ,8.35153E+16,en,0,0,0,0, ,Foreign Talents to Become more Expensive for Singapore - Employers need to Brace up http://ow.ly/5nET1,foreign talents
61170405,2011-06-22 00:11:29+00:00, ,8.33262E+16,en,0,0,0,1, ,"Singapore is still welcoming so many 'foreign talents' from Myanmar, Bangladesh, China and India. Since when did... http://fb.me/15dFPSm45",foreign talents
179118573,2011-06-21 10:08:30+00:00, ,8.31141E+16,en,0,0,0,0, ,"One day, because of these foreign talents flooding Singapore, we will become just like them. Flooding their countries as foreign talents.",foreign talents
285596295,2011-06-18 05:59:17+00:00, ,8.19642E+16,en,0,0,0,2, ,RT @therealfakeNTU: graduated? Foreign talents from are flooding job markets with unknown Indian degrees. http://t.co/TpKVsq1 how much i ...,foreign talents
221935041,2011-06-18 04:42:27+00:00, ,8.19448E+16,en,0,0,1,2, ,graduated? Foreign talents from are flooding job markets with unknown Indian degrees. http://t.co/TpKVsq1 how much is your degree worth?,foreign talents
73718615,2011-06-16 15:55:03+00:00, ,8.13893E+16,en,0,0,0,0, ,Foreign Talents to Become more Expensive for Singapore - Employers need to ... - San Francisco Chronicle (press release) http://t.co/IwQPHLD,foreign talents
181970511,2011-06-16 05:08:10+00:00, ,8.12265E+16,en,0,0,0,0, ,singaporeTweet.com Foreign Talents to Become more Expensive for Singapore – Employers need to Brace up http://bit.ly/dzHHUF,foreign talents
185147864,2011-06-16 05:04:02+00:00, ,8.12255E+16,en,0,0,0,0, ,Singapore : Foreign Talents to Become more Expensive for Singapore - Employers need to ... - San Francisco  http://uxp.in/37590564,foreign talents
140383878,2011-06-16 04:32:37+00:00, ,8.12176E+16,en,0,0,0,0, ,Foreign Talents to Become more Expensive for Singapore - Employers need to Brace up:  http://bit.ly/mUAAvu,foreign talents
