author id,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet,xenophobic
371730460,2011-09-11 12:30:32+00:00, ,1.12866E+17,en,0,0,0,6, ,"RT @skinnylatte: So sick from how it seems cool to bandy about xenophobic statements, even among the cultured 'elite' of Singapore. It's ...",xenophobic
278082863,2011-09-10 15:32:56+00:00, ,1.12549E+17,en,0,0,0,6, ,"RT @skinnylatte: So sick from how it seems cool to bandy about xenophobic statements, even among the cultured 'elite' of Singapore. It's ...",xenophobic
98918274,2011-09-10 12:38:14+00:00, ,1.12505E+17,en,0,0,0,6, ,"RT @skinnylatte: So sick from how it seems cool to bandy about xenophobic statements, even among the cultured 'elite' of Singapore. It's ...",xenophobic
27182288,2011-09-10 12:29:41+00:00, ,1.12503E+17,en,0,0,0,6, ,"RT @skinnylatte: So sick from how it seems cool to bandy about xenophobic statements, even among the cultured 'elite' of Singapore. It's ...",xenophobic
13737542,2011-09-10 12:14:28+00:00, ,1.12499E+17,en,0,0,0,6, ,"RT @skinnylatte: So sick from how it seems cool to bandy about xenophobic statements, even among the cultured 'elite' of Singapore. It's ...",xenophobic
92966278,2011-09-10 12:04:09+00:00, ,1.12497E+17,en,0,0,0,0, ,"RT @skinnylatte: So sick that it seems cool to bandy about xenophobic statements, even among cultured 'elite' of Singapore. It's NOT okay.",xenophobic
9093,2011-09-10 11:57:54+00:00, ,1.12495E+17,en,0,0,1,6, ,"So sick from how it seems cool to bandy about xenophobic statements, even among the cultured 'elite' of Singapore. It's NOT okay.",xenophobic
15899971,2011-10-11 07:55:31+00:00, ,1.23668E+17,en,0,0,1,0, ,@illyrica @MizHalle Just commenting on the racist/sexist twittersphere in Singapore. Check #AShortHalloweenStory. Cue xenophobic jokes.,xenophobic
6944292,2011-11-27 15:55:36+00:00, ,1.40821E+17,en,1,0,0,0, ,ouch… “@rod3000: More xenophobic voice commands... Tellme fail: 'Swingers swap sex partners in prudish Singapore' http://t.co/cxkTP3bb”,xenophobic
17357182,2011-11-27 05:43:59+00:00, ,1.40667E+17,en,0,0,0,1, ,RT @rod3000: More xenophobic voice commands... Tellme fail: 'Swingers swap sex partners in prudish Singapore' http://t.co/biSANotq,xenophobic
16731449,2011-11-27 05:40:58+00:00, ,1.40666E+17,en,1,0,0,1, ,More xenophobic voice commands... Tellme fail: 'Swingers swap sex partners in prudish Singapore' http://t.co/biSANotq,xenophobic
192179675,2011-12-09 11:54:00+00:00, ,1.45109E+17,en,0,0,0,0, ,"i look at indonesia, malaysia, vietnam & singapore assertiveness regional & globally & feel sad for the thai xenophobic behavior",xenophobic
40220963,2011-12-04 08:58:33+00:00, ,1.43253E+17,en,0,0,0,0, ,Singapore: Soon to be the home of xenophobic sentiments.,xenophobic
434860246,2012-02-11 17:25:03+00:00, ,1.68385E+17,en,0,0,0,0, ,Singaporeans should not be so xenophobic http://t.co/JKtNPIT8 #sgpolitics #sgelections #sgelection,xenophobic
164552298,2012-03-17 17:19:58+00:00, ,1.81067E+17,en,0,0,0,0, ,"I google this word xenophobic, the drop down box: xenophobic singaporean 
xenophobic singapore http://t.co/CCu5sKd",xenophobic
50045965,2012-03-08 14:40:17+00:00, ,1.77766E+17,en,0,0,0,0, ,"Xenophobic comments by Parlimentarian in Singapore...
""Member of Parliament for Tampines group representation constitu…http://t.co/ji1gFZhE",xenophobic
223551709,2012-04-24 09:37:30+00:00, ,1.94722E+17,en,0,0,0,0, ,I am not xenophobic but i just hate it when those immigrants or foreigners think they owe Singapore!,xenophobic
32683797,2012-05-29 13:33:37+00:00, ,2.07465E+17,en,0,0,0,0, ,another accident. another tiong driver. not we xenophobic. is ffs ur stop creating troubles in singapore can?,xenophobic
292214099,2012-05-29 12:53:45+00:00, ,2.07455E+17,en,0,0,0,0, ,"Sgreans are forced to be xenophobic. Find the source of the problem, instead of Sgreans. Singapore is getting less safe &amp; this worries many.",xenophobic
46117563,2012-05-29 12:46:01+00:00, ,2.07453E+17,en,0,0,0,0, ,@BiancaDy how's Singapore? :) hearing on the news they're xenophobic,xenophobic
311754819,2012-05-28 10:47:10+00:00, ,2.0706E+17,en,0,0,0,0, ,"#Singapore also has its moral manipulators, branding anyone against unsustainable immigration as ""xenophobic"" http://t.co/l9llGWyg #auspol",xenophobic
20294512,2012-05-28 03:22:13+00:00, ,2.06948E+17,en,0,0,0,0, ,"When asked are Singapore xenophobic, the right question should have been why Singaporeans are developing this syndrome only in recent years?",xenophobic
30179608,2012-05-25 07:35:12+00:00, ,2.05925E+17,en,0,0,0,0, ,Singapore Ferrari Crash Foments Ire at Foreigners http://t.co/Fdw4oMqE via @WSJ Xenophobic singapore well-known worldwide now?,xenophobic
45081154,2012-05-22 06:08:17+00:00, ,2.04816E+17,en,0,0,0,0, ,"foreign talent. OOPS i not xenophobic ah RT @thoughtsovrobin: Now people so daring, openly litter... Singapore clean and green my ass...",xenophobic
61170405,2012-05-21 06:55:53+00:00, ,2.04466E+17,en,0,0,0,0, ,"""MY DEAR SINGAPOREANS, we are NOT XENOPHOBIC, we are trying to save whats left of our country and to restore it we... http://t.co/hXqtYaam",xenophobic
417581586,2012-05-20 05:35:59+00:00, ,2.04083E+17,en,0,0,0,0, ,The #Singapore #ferrari incident complete with YouTube video has to be voyeurism at its worst; worse still are the xenophobic comments,xenophobic
85100668,2012-05-19 03:54:40+00:00, ,2.03695E+17,en,0,0,0,0, ,"can't describe how much I dislike them ugh. I don't care if Singapore is turning into a xenophobic society cos they made us this way, no?",xenophobic
336027401,2012-05-18 10:43:48+00:00, ,2.03436E+17,en,0,0,0,1, ,"RT @normtheman: Smrt should become iMrt. No, not an apple product. Singapore Mass Rapid Transit &gt; International Mass Rapid Transit. I ...",xenophobic
92005256,2012-05-18 10:42:01+00:00, ,2.03435E+17,en,0,0,0,1, ,"Smrt should become iMrt. No, not an apple product. Singapore Mass Rapid Transit &gt; International Mass Rapid Transit. I'm xenophobic.",xenophobic
147899187,2012-05-17 09:00:40+00:00, ,2.03047E+17,en,0,0,1,0, ,@totallysedated Welcome to a xenophobic Singapore :|,xenophobic
20454473,2012-05-16 09:18:34+00:00, ,2.02689E+17,en,0,0,5,0, ,"@nobazhang + that are being ""stolen"" by the foreigners. (America has a similar xenophobic streak, but Singapore seems less of a melting pot)",xenophobic
57567998,2012-05-16 01:03:03+00:00, ,2.02565E+17,en,0,0,0,0, ,Are Singaporeans in danger of becoming xenophobic? - Yahoo! News Singapore http://t.co/DfzjW8ba,xenophobic
539954632,2012-05-15 22:37:37+00:00, ,2.02528E+17,en,0,0,0,0, ,Yahoo Singapore  news in a recent article branded singaporeans as "xenophobic". What do you think?,xenophobic
205198271,2012-05-15 12:58:29+00:00, ,2.02382E+17,en,1,0,0,0, ,"In BJ, Brit tries to rape a local, sparks xenophobic backlash. In Singapore, Chinese kills 2 in a Ferarri, sparks same: http://t.co/mmm44H7j",xenophobic
23180622,2012-05-13 16:53:20+00:00, ,2.01717E+17,en,0,0,1,0, ,"singapore, if tmr i wake up and we become xenophobic and isolationist, uhhhhh, let me keep my japanese doujins can? :D",xenophobic
398096178,2012-05-05 05:22:59+00:00, ,1.98644E+17,en,0,0,0,0, ,"[TRE] Singaporeans are not xenophobic: “Little Fish” – are you even a Singaporean to begin with, or e... http://t.co/TsjykQbX #singapore",xenophobic
398096178,2012-05-05 05:22:59+00:00, ,1.98644E+17,en,0,0,0,0, ,[TRE] Is it the government or Singaporeans who are xenophobic?: [Replying to the writer of: Xenophobi... http://t.co/dMA63Wxn #singapore,xenophobic
498721028,2012-06-22 14:15:14+00:00, ,2.16172E+17,en,0,0,0,0, ,"See lah. Xenophobic wild boars anyhow attack people, now must kena managed. Let there be a moral. http://t.co/n1srXQsu",xenophobic
294883251,2012-06-11 15:16:48+00:00, ,2.12202E+17,en,0,0,0,0, ,My Singapore News: Xenophobic/sinophobic foreign talents http://t.co/jTZfKx09,xenophobic
49180207,2012-06-10 09:42:38+00:00, ,2.11755E+17,en,0,0,3,0, ,"Every time relatives from Singapore visit, dinner conversation ends up being xenophobic trash. FFS. My parents are hypocritical morons.",xenophobic
16390087,2012-06-03 18:31:13+00:00, ,2.09352E+17,en,0,0,2,0, ,@iamthekang @sm7catscan Really? So are most Singapore residents xenophobic?,xenophobic
26246313,2012-06-01 14:28:50+00:00, ,2.08566E+17,en,0,0,0,0, ,"my npo assignment actually thought me something: i'm actually pretty xenophobic when i am in singapore, hence the malaysian/chinaman jokes",xenophobic
326072291,2012-07-29 12:16:07+00:00, ,2.29551E+17,en,0,0,0,0, ,In Defence of Singapore and Singaporeans (Part 2) - It is my view that Singaporeans are not xenophobic but... http://t.co/m6LuZZMA,xenophobic
24353289,2012-07-29 10:24:23+00:00, ,2.29523E+17,en,0,0,0,0, ,@jagiyaah in a xenophobic country like singapore i have no choice rly this is my only option,xenophobic
14197957,2012-07-27 14:37:12+00:00, ,2.28862E+17,en,0,0,0,0, ,Xenophobic towards new immigrants not because they're ethnically different but ethnically similar? Interesting read. http://t.co/M6u7WrUH,xenophobic
93816184,2012-07-27 05:58:55+00:00, ,2.28731E+17,en,0,0,0,0, ,The influx of Chinese newcomers good or bad has brought out the ugly xenophobic side of Singapore. http://t.co/IAzJYE5I,xenophobic
40582963,2012-07-25 22:57:29+00:00, ,2.28263E+17,en,0,0,0,0, ,@woshiiGabby So Singapore is still an intolerant society? Are the people that sensitive to a flag? Are we that xenophobic?,xenophobic
4828981,2012-07-20 11:52:03+00:00, ,2.26283E+17,en,0,0,0,0, ,"Crazy xenophobic, right-wing Singapore. I wonder when a political party will capitalise on this wave of hatred. It's only a matter of time.",xenophobic
603679381,2012-07-19 11:55:22+00:00, ,2.25922E+17,en,0,0,0,0, ,"A tragedy and 2 lives were lost during building for Singapore. 

If you have any Xenophobic/Racism issues on this tragedy, Goto HELL.",xenophobic
532899412,2012-07-19 05:23:51+00:00, ,2.25823E+17,en,0,0,1,0, ,@niaaahou there's an article about FTs occupying 40% of singapore and why locals are xenophobic! Hope it helps! (:,xenophobic
341375420,2012-07-07 03:08:49+00:00, ,2.21441E+17,en,0,0,0,0, ,"NewsInSG: PAP are the xenophobic ones, not Singaporeans: [Author's reply in response to online/offlin... http://t.co/jXI0outl #Singapore",xenophobic
398096178,2012-07-06 05:26:47+00:00, ,2.21113E+17,en,0,0,0,0, ,"[TRE] PAP are the xenophobic ones, not Singaporeans: [Author's reply in response to online/offline fo... http://t.co/A0dGDOx4 #singapore",xenophobic
398096178,2012-07-06 00:43:23+00:00, ,2.21042E+17,en,0,0,0,0, ,[TRE] Are Singaporeans xenophobic?: Phobia is an intense fear of something that is of little or no ac... http://t.co/6eZzu0cE #singapore,xenophobic
368928059,2012-07-05 10:34:35+00:00, ,2.20828E+17,en,0,0,0,0, ,"More than 1,000 comments on this report so far. http://t.co/fyxlj7K8",xenophobic
383101819,2012-07-05 09:43:56+00:00, ,2.20815E+17,en,0,0,0,0, ,Xenophobic is a problem the modern Singapore is facing.,xenophobic
26425084,2012-07-04 21:54:04+00:00, ,2.20637E+17,en,1,0,0,0, ,Singapore's 'digerati' are taking it upon themselves to start a debate around xenohopbia: http://t.co/zfRIrOHj,xenophobic
20277636,2012-07-03 11:57:08+00:00, ,2.20124E+17,en,0,0,0,0, ,Is Singapore turning into a xenophobic society? http://t.co/lVxDAPQx,xenophobic
151902956,2012-07-03 06:09:18+00:00, ,2.20036E+17,en,0,0,0,0, ,Is Singapore turning into a xenophobic society? - Yahoo! News Singapore http://t.co/HsldL35Z via @yahoosg,xenophobic
65282529,2012-07-03 05:49:48+00:00, ,2.20032E+17,en,0,0,0,0, ,Singapore become a xenophobic country???  http://t.co/WxYj0ULK,xenophobic
25052453,2012-07-02 15:33:12+00:00, ,2.19816E+17,en,0,0,0,0, ,@brendaUvargas's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.,xenophobic
60266796,2012-07-02 15:00:34+00:00, ,2.19808E+17,en,0,0,0,9, ,RT @YahooSG: Do you think #Singapore's society is becoming xenophobic? http://t.co/LujAx86Q,xenophobic
21575880,2012-07-02 13:57:57+00:00, ,2.19792E+17,en,0,0,0,0, ,Till all are one! http://t.co/VGusvoNE,xenophobic
114216164,2012-07-02 12:31:20+00:00, ,2.1977E+17,en,0,0,1,0, ,@Fight3r101 anw put this in the doc under references. http://t.co/D82joX9,xenophobic
101774886,2012-07-02 10:49:22+00:00, ,2.19745E+17,en,0,0,0,9, ,RT @YahooSG: Do you think #Singapore's society is becoming xenophobic? http://t.co/LujAx86Q,xenophobic
205190503,2012-07-02 10:12:17+00:00, ,2.19735E+17,en,0,0,0,9, ,RT @YahooSG: Do you think #Singapore's society is becoming xenophobic? http://t.co/LujAx86Q,xenophobic
243983479,2012-07-02 08:25:05+00:00, ,2.19708E+17,en,0,0,0,0, ,Xenophobic Singapore? Quite fascinating.  http://t.co/DwoOnP3V via @yahoosg,xenophobic
566340838,2012-07-02 07:58:37+00:00, ,2.19702E+17,en,0,0,0,0, ,Is Singapore turning into a xenophobic society?: submitted by  fuzzybunn  [link] [2 comments] http://t.co/tlGa2mpk,xenophobic
81790540,2012-07-02 07:28:53+00:00, ,2.19694E+17,en,0,0,0,9, ,RT @YahooSG: Do you think #Singapore's society is becoming xenophobic? http://t.co/LujAx86Q,xenophobic
620889759,2012-07-02 07:08:18+00:00, ,2.19689E+17,en,0,0,0,9, ,RT @YahooSG: Do you think #Singapore's society is becoming xenophobic? http://t.co/LujAx86Q,xenophobic
76297929,2012-07-02 06:00:54+00:00, ,2.19672E+17,en,0,0,0,0, ,OH YES! I HAVE 2 WHO ARE SUPER HATERS! RT @YahooSG Do you think #Singapore's society is becoming xenophobic? http://t.co/ToO9QNFs,xenophobic
243942106,2012-07-02 05:59:02+00:00, ,2.19672E+17,en,0,0,0,0, ,Is Singapore turning into a xenophobic society? http://t.co/R5sWBSXB,xenophobic
133429354,2012-07-02 05:53:49+00:00, ,2.1967E+17,en,0,0,0,9, ,RT @YahooSG: Do you think #Singapore's society is becoming xenophobic? http://t.co/LujAx86Q,xenophobic
115624161,2012-07-02 05:50:31+00:00, ,2.19669E+17,en,1,0,2,9, ,Do you think #Singapore's society is becoming xenophobic? http://t.co/LujAx86Q,xenophobic
277481684,2012-07-02 04:08:03+00:00, ,2.19644E+17,en,0,0,0,0, ,"http://t.co/ITexA8Zc, 1 Jul 2012 To me, it’s very simple. Even if we feel there are too… http://t.co/BHCZditV",xenophobic
57567998,2012-07-02 04:01:13+00:00, ,2.19642E+17,en,0,0,0,0, ,Is Singapore turning into a xenophobic society?  http://t.co/AGcN2EFV Not yet. But soon.,xenophobic
368928059,2012-07-02 03:45:59+00:00, ,2.19638E+17,en,0,0,0,0, ,Yahoo's report on the Online/Offline forum on xenophobia. http://t.co/fcxvOjGd,xenophobic
607866258,2012-07-02 03:41:09+00:00, ,2.19637E+17,en,0,0,0,0, ,Is Singapore turning into a xenophobic society? - Yahoo! News Singapore http://t.co/YXzCsiEp via @yahoosg,xenophobic
532303496,2012-07-02 01:58:37+00:00, ,2.19611E+17,en,0,0,1,0, ,Is Singapore turning into a xenophobic society? http://t.co/0qVq9VnE,xenophobic
398096178,2012-07-02 01:36:22+00:00, ,2.19605E+17,en,0,0,0,0, ,"[YH!SG-FB] Singapore is not quite xenophobic yet, but we're well on our way. That's the con...: Singa... http://t.co/1EyUMFUy #singapore",xenophobic
116871964,2012-07-01 20:40:42+00:00, ,2.19531E+17,en,0,0,0,0, ,Is Singapore turning into a xenophobic society? - Yahoo! News Singapore http://t.co/DkHV1x7 via @yahoosg,xenophobic
27486175,2012-07-01 16:53:49+00:00, ,2.19474E+17,en,0,0,0,1, ,RT @qinnairen: Realization. RT @SGnews [Y!] Is Singapore turning into a xenophobic society? http://t.co/VsnwSI0U,xenophobic
35442954,2012-07-01 16:49:10+00:00, ,2.19473E+17,en,0,0,0,1, ,Realization. RT @SGnews [Y!] Is Singapore turning into a xenophobic society? http://t.co/VsnwSI0U,xenophobic
350193986,2012-07-01 16:49:06+00:00, ,2.19473E+17,en,0,0,0,0, ,No but too much from China and India. Too much. “@SGnews: [Y!] Is Singapore turning into a xenophobic society? http://t.co/EZgAEWv0” #Sg,xenophobic
398096178,2012-07-01 16:46:43+00:00, ,2.19472E+17,en,0,0,0,0, ,[YH!SG] Is Singapore turning into a xenophobic society?: Has Singapore turned into a xenophobic society? http://t.co/ULmpMjgS #singapore,xenophobic
341375420,2012-07-01 16:46:43+00:00, ,2.19472E+17,en,0,0,0,1, ,NewsInSG: Is Singapore turning into a xenophobic society?: Has Singapore turned into a xenophobic society? http://t.co/KyNI9Pk4 #Singapore,xenophobic
205298307,2012-08-28 07:59:41+00:00, ,2.40358E+17,en,0,0,0,0, ,DTN Singapore: Keep spirit of understanding Singaporeans urged: Singaporeans are not a xenophobic people and the... http://t.co/KUjb6yG1,xenophobic
103005026,2012-08-28 00:15:44+00:00, ,2.40241E+17,en,0,0,0,0, ,We aren't xenophobic; it's government policies skewed towards foreigners that make us bitter. #Singapore,xenophobic
205298307,2012-08-28 00:14:11+00:00, ,2.40241E+17,en,0,0,0,0, ,DTN Singapore: Keep spirit of understanding Singaporeans urged: Singaporeans are not a xenophobic people and the... http://t.co/jw56m4FO,xenophobic
179128405,2012-08-27 01:02:55+00:00, ,2.39891E+17,en,0,0,0,6, ,"RT @TODAYonline: ""We seem to be getting less patient, less tolerant. People think Singapore is anti-foreigner, xenophobic"": PM http://t. ...",xenophobic
358504373,2012-08-27 00:40:15+00:00, ,2.39885E+17,en,0,0,0,6, ,"RT @TODAYonline: ""We seem to be getting less patient, less tolerant. People think Singapore is anti-foreigner, xenophobic"": PM http://t. ...",xenophobic
51332957,2012-08-27 00:37:18+00:00, ,2.39884E+17,en,0,0,0,6, ,"RT @TODAYonline: ""We seem to be getting less patient, less tolerant. People think Singapore is anti-foreigner, xenophobic"": PM http://t. ...",xenophobic
41085467,2012-08-27 00:30:24+00:00, ,2.39883E+17,en,3,0,0,6, ,"""We seem to be getting less patient, less tolerant. People think Singapore is anti-foreigner, xenophobic"": PM http://t.co/MGEcDUdN",xenophobic
430623790,2012-08-26 15:25:04+00:00, ,2.39745E+17,en,0,0,0,57, ,RT @ChannelNewsAsia: PM Lee: We cannot afford to be "one-eyed dragons" and give the impression that Singapore is anti-foreigner and xeno ...,xenophobic
24717504,2012-08-26 14:43:46+00:00, ,2.39735E+17,en,0,0,0,57, ,RT @ChannelNewsAsia: PM Lee: We cannot afford to be "one-eyed dragons" and give the impression that Singapore is anti-foreigner and xeno ...,xenophobic
23433919,2012-08-26 14:31:22+00:00, ,2.39732E+17,en,0,0,0,57, ,RT @ChannelNewsAsia: PM Lee: We cannot afford to be "one-eyed dragons" and give the impression that Singapore is anti-foreigner and xeno ...,xenophobic
525351793,2012-08-26 14:19:41+00:00, ,2.39729E+17,en,0,0,0,0, ,“@ChannelNewsAsia: PM Lee: We cannot afford to be "one-eyed dragons" and give the impression that Singapore is anti-foreigner and xenophobic,xenophobic
419479070,2012-08-26 14:14:26+00:00, ,2.39728E+17,en,0,0,0,57, ,RT @ChannelNewsAsia: PM Lee: We cannot afford to be "one-eyed dragons" and give the impression that Singapore is anti-foreigner and xeno ...,xenophobic
25033766,2012-08-26 14:12:39+00:00, ,2.39727E+17,en,0,0,0,57, ,RT @ChannelNewsAsia: PM Lee: We cannot afford to be "one-eyed dragons" and give the impression that Singapore is anti-foreigner and xeno ...,xenophobic
313773616,2012-08-26 14:01:51+00:00, ,2.39724E+17,en,0,0,0,57, ,RT @ChannelNewsAsia: PM Lee: We cannot afford to be "one-eyed dragons" and give the impression that Singapore is anti-foreigner and xeno ...,xenophobic
47031752,2012-08-26 14:01:06+00:00, ,2.39724E+17,en,0,0,0,28, ,"RT @TODAYonline: PM Lee: ""This reflects badly on us, it damages our international reputation – that Singapore is anti-foreigner and xeno ...",xenophobic
30184800,2012-08-26 13:59:49+00:00, ,2.39724E+17,en,0,0,0,57, ,RT @ChannelNewsAsia: PM Lee: We cannot afford to be "one-eyed dragons" and give the impression that Singapore is anti-foreigner and xeno ...,xenophobic
202043391,2012-08-26 13:58:37+00:00, ,2.39724E+17,en,0,0,0,28, ,"RT @TODAYonline: PM Lee: ""This reflects badly on us, it damages our international reputation – that Singapore is anti-foreigner and xeno ...",xenophobic
59475768,2012-08-26 13:55:10+00:00, ,2.39723E+17,en,0,0,0,57, ,RT @ChannelNewsAsia: PM Lee: We cannot afford to be "one-eyed dragons" and give the impression that Singapore is anti-foreigner and xeno ...,xenophobic
28764766,2012-08-26 13:49:31+00:00, ,2.39721E+17,en,0,0,0,0, ,"PM Lee: ""This reflects badly on us, it damages our international reputation that Singapore is anti-foreigner and xenophobic."" #ndrsg",xenophobic
436696103,2012-08-26 13:47:39+00:00, ,2.39721E+17,en,0,0,0,2, ,"RT @thechanderman: Dear PM, Singapore is not xenophobic. Singapore is just chafing under your administration's immigration policy. #ndrsg",xenophobic
148626883,2012-08-26 13:46:41+00:00, ,2.39721E+17,en,0,0,1,2, ,"Dear PM, Singapore is not xenophobic. Singapore is just chafing under your administration's immigration policy. #ndrsg",xenophobic
