author id,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet,S pass
14459956,2009-06-22 04:34:49+00:00, ,2274724860,en,0,0,0,0, ,"Singtel paid, taxes paid, desk packed, bags packed, employment pass turned in... farewell Singapore, it's been fun!",S pass
15943539,2009-06-17 09:06:33+00:00, ,2204397377,en,0,0,0,0, ,just going to pass out until mum's finished making singapore chicken mmmm,S pass
42824885,2009-06-14 16:45:00+00:00, ,2166555086,en,0,0,0,0, ,"Admin Executives -- Dimensions Education Group -- Singapore: Apply Student's Pass with ICA (new, renewal, cancel.. http://bit.ly/lU248",S pass
42604172,2009-06-10 08:47:06+00:00, ,2101213708,en,0,0,0,0, ,"Today¡¯s the day: the new Samsung mobile starts being passed between people in London, Dubai and Singapore. It¡¯s like pass the parcel!",S pass
8151482,2009-07-21 23:44:04+00:00, ,2767532823,en,0,0,0,0, ,"@nesarajah lol you had very little sleep and your heart set on Singapore. Hahah it's ok, you are given a pass on this one...",S pass
28470296,2009-07-21 10:19:21+00:00, ,2755754370,en,0,0,0,0, ,"Anyone interested in The St. Regis Singapore's F1 package: 3-day pass to hospitality suite on premier grandstand, stay in Deluxe Exec Suite?",S pass
57250536,2009-07-20 15:34:41+00:00, ,2740268605,en,0,0,0,0, ,"'Magic Babe' Ning in Singapore-29/7/09: Skeptical,but a VIP pass to see a hot female magician from S'pore?Refreshin!2 bad I'm in Perth...",S pass
23154535,2009-07-10 04:33:13+00:00, ,2563024548,en,0,0,0,0, ,Jeff's Tfeeds - You: #singapore Make a donation to Pass It On at Lorong 6 Toa Payoh #04-10 Singap.. http://bit.ly/3ItMGY,S pass
18304075,2009-07-09 23:04:44+00:00, ,2558445831,en,0,0,0,0, ,"#Jobs &gt;&gt; FOR SINGAPORE - Instrumentation - S PASS, Employment PASS: FOR SINGAPORE:
Instrumentatio.. http://tinyurl.com/mufgwe",S pass
18680596,2009-07-07 12:03:14+00:00, ,2512916024,en,0,0,0,0, ,Italian lawmakers pass a bill to fine street littering up to € 1.000... Hope that bill's implementation will be dealt by Singapore's police!,S pass
38550644,2009-07-03 12:49:21+00:00, ,2453271456,en,0,0,0,0, ,Pass Your Medical Exam | Men's Health Singapore - 100% Useful http://bit.ly/9mX2v,S pass
61388987,2009-08-29 23:45:34+00:00, ,3634686097,en,0,0,0,0, ,Singapore¡¯s EntrePass and Employment Pass - http://redirx.com/?wtd8,S pass
61388987,2009-08-29 19:00:32+00:00, ,3630054083,en,0,0,0,0, ,Singapore¡¯s EntrePass and Employment Pass - http://redirx.com/?wtd8,S pass
61388987,2009-08-29 12:10:29+00:00, ,3623946742,en,0,0,0,0, ,Singapore¡¯s EntrePass and Employment Pass - http://redirx.com/?wtd8,S pass
61388987,2009-08-29 07:25:31+00:00, ,3621548113,en,0,0,0,0, ,Singapore¡¯s EntrePass and Employment Pass - http://redirx.com/?wtd8,S pass
61388987,2009-08-29 00:35:26+00:00, ,3615254344,en,0,0,0,0, ,Singapore¡¯s EntrePass and Employment Pass - http://redirx.com/?wtd8,S pass
61388987,2009-08-28 19:50:24+00:00, ,3609850194,en,0,0,0,0, ,Singapore¡¯s EntrePass and Employment Pass - http://redirx.com/?wtd8,S pass
61388987,2009-08-28 13:00:22+00:00, ,3601951141,en,0,0,0,0, ,Singapore¡¯s EntrePass and Employment Pass - http://redirx.com/?wtd8,S pass
61388987,2009-08-28 08:15:20+00:00, ,3598876130,en,0,0,0,0, ,Singapore¡¯s EntrePass and Employment Pass - http://redirx.com/?wtd8,S pass
61388987,2009-08-28 01:25:22+00:00, ,3592859986,en,0,0,0,0, ,Singapore¡¯s EntrePass and Employment Pass - http://redirx.com/?wtd8,S pass
61388987,2009-08-27 20:40:18+00:00, ,3587246272,en,0,0,0,0, ,Singapore¡¯s EntrePass and Employment Pass - http://redirx.com/?wtd8,S pass
14571299,2009-08-27 16:00:21+00:00, ,3581761457,en,0,0,0,0, ,"@ManMadeMoon let me ask her if i can pass it to you. it's midnight here in singapore, i'll drop her a line in the morning?",S pass
61388987,2009-08-27 13:50:15+00:00, ,3579346238,en,0,0,0,0, ,Singapore¡¯s EntrePass and Employment Pass - http://redirx.com/?wtd8,S pass
61388987,2009-08-27 09:05:13+00:00, ,3575985482,en,0,0,0,0, ,Singapore¡¯s EntrePass and Employment Pass - http://redirx.com/?wtd8,S pass
61388987,2009-08-27 02:15:11+00:00, ,3570462365,en,0,0,0,0, ,Singapore¡¯s EntrePass and Employment Pass - http://redirx.com/?wtd8,S pass
61388987,2009-08-26 21:30:10+00:00, ,3565030011,en,0,0,0,0, ,Singapore¡¯s EntrePass and Employment Pass - http://redirx.com/?wtd8,S pass
61388987,2009-08-26 14:40:08+00:00, ,3557322092,en,0,0,0,0, ,Singapore¡¯s EntrePass and Employment Pass - http://redirx.com/?wtd8,S pass
61388987,2009-08-26 09:55:05+00:00, ,3553635513,en,0,0,0,0, ,Singapore¡¯s EntrePass and Employment Pass - http://redirx.com/?wtd8,S pass
20919248,2009-08-26 03:30:19+00:00, ,3549646558,en,0,0,0,0, ,I have received my student's pass. I can now stay in Singapore till 07-08-2014.,S pass
61388987,2009-08-26 03:05:03+00:00, ,3549195282,en,0,0,0,0, ,Singapore¡¯s EntrePass and Employment Pass - http://redirx.com/?wtd8,S pass
61388987,2009-08-25 22:20:02+00:00, ,3543821519,en,0,0,0,0, ,Singapore¡¯s EntrePass and Employment Pass - http://redirx.com/?wtd8,S pass
61388987,2009-08-25 15:29:59+00:00, ,3536642387,en,0,0,0,0, ,Singapore¡¯s EntrePass and Employment Pass - http://redirx.com/?wtd8,S pass
61388987,2009-08-25 10:44:57+00:00, ,3532563009,en,0,0,0,0, ,Singapore¡¯s EntrePass and Employment Pass - http://redirx.com/?wtd8,S pass
61388987,2009-08-25 03:54:55+00:00, ,3527930270,en,0,0,0,0, ,Singapore¡¯s EntrePass and Employment Pass - http://redirx.com/?wtd8,S pass
61388987,2009-08-24 23:09:53+00:00, ,3522568139,en,0,0,0,0, ,Singapore¡¯s EntrePass and Employment Pass - http://redirx.com/?wtd8,S pass
61388987,2009-08-24 16:19:51+00:00, ,3515210582,en,0,0,0,0, ,Singapore¡¯s EntrePass and Employment Pass - http://redirx.com/?wtd8,S pass
34047386,2009-08-24 12:07:46+00:00, ,3511277373,en,0,0,0,0, ,Ate Jess came to visit. She got her employment pass. Yay! She's leaving for Singapore tom.,S pass
61388987,2009-08-24 11:34:49+00:00, ,3510909573,en,0,0,0,0, ,Singapore¡¯s EntrePass and Employment Pass - http://redirx.com/?wtd8,S pass
61388987,2009-08-24 04:44:47+00:00, ,3506687619,en,0,0,0,0, ,Singapore¡¯s EntrePass and Employment Pass - http://redirx.com/?wtd8,S pass
61388987,2009-08-23 23:59:46+00:00, ,3501560080,en,0,0,0,0, ,Singapore¡¯s EntrePass and Employment Pass - http://redirx.com/?wtd8,S pass
23154535,2009-08-19 05:32:09+00:00, ,3399848517,en,0,0,0,0, ,Jeff's Tfeeds - You: Singapore Work Pass Options http://bit.ly/JhbJC,S pass
27602125,2009-09-28 12:38:01+00:00, ,4441599700,en,0,0,0,0, ,New post: Alonso's pass on Webber was fair - Singapore GP (http://cli.gs/1rUG1),S pass
30191525,2009-09-24 17:26:45+00:00, ,4346804230,en,0,0,0,0, ,"Off early from Myanmar today to Singapore for the Grand Prix F1. Seats in front of the pits, 3 day pass. It's F1s night race. Vroom, vroom!",S pass
17037044,2009-09-21 17:48:57+00:00, ,4151340660,en,0,0,0,0, ,going to pass out right about now.... two more open houses tomorrow and it's back to work again before the F1 weekend @ Singapore!,S pass
41030392,2009-09-12 11:01:12+00:00, ,3932086271,en,0,0,0,0, ,"F1 Singapore pit grandstand season pass: 3 DAYS PIT GRANDSTAND TICKETSregular price: S$1,488.00selling now: S$ 8.. http://bit.ly/iqZUH",S pass
39041162,2009-09-10 19:35:49+00:00, ,3894284643,en,0,0,0,0, ,"@richeisen I'm a Steelers fan in Singapore, just bought my NFL Game Pass HD Season Pass... And it's not working! Any idea why?",S pass
29148858,2009-10-20 04:39:17+00:00, ,5011168344,en,0,0,0,0, ,"@carlacharisse If you want me to pass him a gift for you, you gotta arrange to mail it to Singapore. The option's open to you. :)",S pass
29701488,2009-10-14 09:13:33+00:00, ,4858136019,en,0,0,0,0, ,Singapore: Residential Address Registration | Increased Medical Insurance Coverage for S Pass  http://is.gd/4iYiT,S pass
23182775,2009-10-14 09:13:33+00:00, ,4858136000,en,0,0,0,0, ,Singapore: Residential Address Registration | Increased Medical Insurance Coverage for S Pass  http://is.gd/4iYiT,S pass
23154535,2009-10-10 21:50:29+00:00, ,4769689197,en,0,0,0,0, ,Jeff's Tfeeds - You: #singapore #news Argentine lawmakers pass contentious media law: BUENOS AIR.. http://bit.ly/32pWxu,S pass
56458772,2009-10-06 21:00:26+00:00, ,4664599469,en,0,0,0,0, ,Hubble will pass over Singapore at mag 1.6 at 05:29 on 07/10. Moves from 20¡ã elevation S to 20¡ã elevation E over 5 min,S pass
14269033,2009-10-06 13:48:45+00:00, ,4655252343,en,2,0,0,0, ,BBDO/Proximity Singapore's new campaign encourages smokers to ¡°kick the habit¡± and pass the message on. http://tinyurl.com/yb79yjx,S pass
14425441,2009-10-05 01:10:52+00:00, ,4616752935,en,0,0,0,0, ,wondering if the dark clouds gathering are just going to pass over Singapore and head for Malaysia... :S Head to Kalimantan already!,S pass
58435187,2009-11-27 03:08:40+00:00, ,6101078759,en,0,0,0,0, ,[Deal] Singapore's Universal Studios - attractions revealed: A 1-day adult pass will cost S$66 during the.. http://bit.ly/6YBT5D,S pass
56458772,2009-11-23 11:00:12+00:00, ,5973559513,en,0,0,0,0, ,Hubble will pass over Singapore at mag 1.2 at 19:30 on 23/11. Moves from 20¡ã elevation SW to 20¡ã elevation S over 3 min,S pass
55126536,2009-11-20 09:37:12+00:00, ,5885034097,en,0,0,0,0, ,RM160 for a day pass to Singapore's Universal Studios ? San Oo ... http://bit.ly/lXmNq,S pass
15627484,2009-11-19 06:12:17+00:00, ,5850746278,en,0,0,0,0, ,RM160 for a day pass to Singapore¡¯s Universal Studios http://bit.ly/2PYcki,S pass
39269841,2009-11-19 00:59:44+00:00, ,5843451450,en,0,0,0,0, ,"RT @tm_insider: RM160 for a day pass to Singapore¡¯s Universal Studios: SINGAPORE, Nov 19 ¡ª It will cost adults S$66... http://bit.ly/149Kbk",S pass
16735476,2009-11-19 00:34:45+00:00, ,5842776578,en,0,0,0,2, ,"RM160 for a day pass to Singapore¡¯s Universal Studios: SINGAPORE, Nov 19 ¡ª It will cost adults S$66 (RM160.50) ... http://bit.ly/149Kbk",S pass
35401267,2009-11-16 20:40:26+00:00, ,5775082829,en,0,0,0,0, ,"Singapore employment pass came through. Have booked the flight. Reality not a concept now. It¡¯s crazy, or I¡¯m crazy!",S pass
32529557,2009-11-13 14:14:28+00:00, ,5680262168,en,0,0,0,0, ,#Singapore: Student wins pass to summit: AN ESSAY on how Apec can learn from the way Boeing's Dreaml.. http://bit.ly/1Hn51W,S pass
74827796,2009-11-09 15:43:02+00:00, ,5561345578,en,0,0,0,0, ,"#singapore #news GM's China 2009 sales pass 1.5 million units: SHANGHAI : US auto gia.. http://bit.ly/3ufpKA
 #business",S pass
18116272,2009-11-08 15:12:24+00:00, ,5533376169,en,0,0,0,0, ,@jesskat3 have my long-term visit pass so I can exit Singapore multiple times for a year. I didn't want to leave her on her own since it's&gt;,S pass
31347422,2009-11-04 03:59:21+00:00, ,5411616313,en,0,0,0,0, ,"Life isn't about waiting for the storm to pass, it's about learning to dance in the rain. #philosophy #singapore #sg",S pass
27911147,2009-12-28 12:15:45+00:00, ,7121105564,en,0,0,0,0, ,"in Singapore, it's opposite! RT @jason_mraz: Dream for America: on Escalators, Stand on the right, Pass on the left.",S pass
26994275,2009-12-24 20:16:31+00:00, ,7010297940,en,0,0,0,0, ,"It's 4 hrs pass the start of Christmas here in Singapore, and I hope you're having a good one and will do for the rest of the Chrsstmas! (:",S pass
23180622,2009-12-21 03:11:05+00:00, ,6880910805,en,0,0,0,0, ,@Striker182 Bleh. Then we'll go to somewhere else. Seattle! Or you come down to Singapore. But it's uber-hot here so pass on that notion.,S pass
90825810,2009-12-17 07:40:57+00:00, ,6757974707,en,0,0,0,0, ,its my third day in singapore..waiting for my interview..whew...wish to have my s pass right away..,S pass
65672251,2009-12-15 06:49:53+00:00, ,6688994204,en,0,0,0,0, ,"Looking job for S pass holder, currently working in singapore?: Singapore Travel
Statistics : 1 Post || 72 Views
Post by http://url4.eu/vvKL",S pass
65672251,2009-12-14 23:25:03+00:00, ,6677121455,en,0,0,0,0, ,"Looking job for S pass holder, currently working in singapore?: Singapore Travel
Statistics : 1 Post || 71 Views
Post by http://url4.eu/vob0",S pass
56698368,2009-12-14 23:24:44+00:00, ,6677112652,en,0,0,0,0, ,"Looking job for S pass holder, currently working in singapore?: Singapore Travel
Looking job for S pass holder, currentl http://url4.eu/voaD",S pass
21273414,2009-12-04 03:31:54+00:00, ,6325708467,en,0,0,0,0, ,Hey Singapore! RT @appleey: There's a kpop gathering taking place in Singapore tomorrow~ do help 2 pass the message http://bit.ly/5CJEYC,S pass
4171731,2009-12-03 02:07:34+00:00, ,6289666098,en,0,0,0,0, ,ho i've just filled up the application for Singapore's S Pass. will this lead to a better life?,S pass
29990496,2010-01-28 12:21:03+00:00, ,8320354315,en,0,0,0,0, ,"That's now! Cmon pass #Singapore RT @Astro_Soichi Hey, Hamada city! Will see you in 15 minutes!!!",S pass
33754468,2010-01-22 06:37:20+00:00, ,8060388213,en,0,0,0,0, ,you can do it RT @BadiduMariam: Singapore Airshow 2010! p/s: I need to pass the interview! Do pray for me!! http://tinyurl.com/yzagtkw,S pass
22173922,2010-01-22 06:32:43+00:00, ,8060283653,en,0,0,0,0, ,Photo: Singapore Airshow 2010! p/s: I need to pass the interview! Do pray for me!! http://tumblr.com/xxg5qmpo9,S pass
72202688,2010-01-21 04:01:01+00:00, ,8013968474,en,0,0,0,0, ,just posted this job on tweetmart:  Singapore Jobs\: 'S'Pass  North &amp;amp; South indian cook  http://tweetmart.com/jobs/505540  #jobs,S pass
24498622,2010-01-19 14:46:05+00:00, ,7947536293,en,0,0,0,0, ,"http://bit.ly/5XhjUO Pretty rad exhibition at the National Museum of Singapore, more so because it's free when you flash your student pass.",S pass
17215642,2010-01-08 09:22:10+00:00, ,7513119231,en,0,0,0,0, ,"ok i think i have my citizenship thing sorted. turn 21, apply for s pass, then once i have it then i can apply to be a singapore pr.",S pass
20762038,2010-01-06 03:59:24+00:00, ,7428466554,en,0,0,0,0, ,In #Singapore a person holding an #employment pass is eligible to apply for a #Dependant's #pass. Know more at http://uurl.in/3CBem,S pass
48942176,2010-01-04 00:43:51+00:00, ,7349229405,en,0,0,0,0, ,"Universal Studios Singapore pricing,S$32-senior-citizen day pass to S$118-two-day adult pass,for weekdays-S$66-adult and S$48-child.",S pass
56458772,2010-02-26 12:00:11+00:00, ,9674696618,en,0,0,0,0, ,Genesis I will pass over Singapore at mag 3.2 at 20:30 on 26/02. Moves from 20¡ã elevation NW to 20¡ã elevation S over 4 min,S pass
117065431,2010-02-25 04:41:30+00:00, ,9611318485,en,0,0,0,0, ,its showtime na d2 s singapore. we're watching ryt now. pass tym ko e2 while taking care of my baby.,S pass
6631362,2010-02-23 05:33:36+00:00, ,9513451766,en,0,0,0,0, ,"@wokstar Thx much, I'll pass on the compliments. He's on his way to Singapore to, well, photograph . Did you check out the Sichuan gallery?",S pass
16702059,2010-02-17 18:56:07+00:00, ,9246233389,en,0,0,0,0, ,"FINALLY just got to my hotel in singapore. it's HHHOOOTT as hell here!
it is time to pass out.........",S pass
89960311,2010-02-15 04:54:20+00:00, ,9127599958,en,0,0,0,0, ,Singapore 60s Andy's Pop Music Influence: Adrian C. Tills ...: How are you ? Chris of the garagehangover site pass... http://bit.ly/d95C0R,S pass
112446339,2010-02-08 14:49:55+00:00, ,8811601135,en,0,0,0,0, ,"Now you can purchase Japan Rail Pass online, with delivery to any local address at S$10-. (Best price in Singapore)
http://nta.sg/ntasin/",S pass
17215642,2010-02-05 17:17:36+00:00, ,8685461429,en,0,0,0,0, ,"i think if ian brown came to singapore i'd pass out from excitement. he's the godfather of uk indie, before oasis there was THE STONE ROSES",S pass
17542672,2010-02-02 15:29:08+00:00, ,8546310619,en,0,0,0,0, ,"RT @TheABEd: Flightglobal's cool and free Interactive mag from Singapore Air Show is ready to rock, pass it on http://tiny.cc/KFzhu #SIN10",S pass
19858659,2010-02-02 14:47:20+00:00, ,8544786395,en,0,0,0,0, ,"Flightglobal's cool and free Interactive magazine from the Singapore Air Show is ready to rock, pass it on http://tiny.cc/KFzhu #SIN10",S pass
8934712,2010-02-02 08:03:20+00:00, ,8534651910,en,0,0,0,0, ,http://twitpic.com/10zrbd - My Singapore Air Show Media Pass. It's non transferable. Sorry.,S pass
37500223,2010-03-29 07:01:29+00:00, ,11237242310,en,0,0,0,0, ,just received my S- PASS . . wooo ! I love singapore !,S pass
75951503,2010-03-28 13:39:20+00:00, ,11194568991,en,0,0,0,0, ,"@ebenezerheng Okay, you get a pass. ;)
It's cool you thought of us all the way from Singapore though.",S pass
117989528,2010-03-25 13:18:44+00:00, ,11033399551,en,0,0,0,0, ,"@madebybluesail Hey. Freelancer is required to be working physically in the client's office (Singapore). If keen, I'll pass on your contact.",S pass
14878371,2010-03-25 00:46:08+00:00, ,11007991759,en,0,0,0,0, ,@heriyadi it's about work pass... And the fact that I travel in & out of singapore too often. It was rediculous.,S pass
43844072,2010-03-23 16:30:05+00:00, ,10932984865,en,0,0,0,0, ,"we'll accompany sis to the airport tue, 30th..singapore-bound where her hubby's based. she got her e pass. next time we'll see her is on Dec",S pass
25891168,2010-03-22 01:27:21+00:00, ,10848397852,en,0,0,0,0, ,People Visit What are the factors that affect the success of S Pass application in Singapore? http://bit.ly/b9gs9K,S pass
13580992,2010-03-19 14:17:56+00:00, ,10724265107,en,0,0,0,0, ,"S$66/S$72 at Universal Studios in Singapore, depending on whether it's a peak day or not. NEARLY RM200 FOR A WHOLE DAY PASS.",S pass
74819814,2010-03-14 22:10:25+00:00, ,10487443162,en,0,0,0,0, ,#world #singapore White House says Obama's health care fix will pass this week: WASHINGTON: Top aides t... http://tinyurl.com/yavcd97 #news,S pass
16508224,2010-03-10 01:24:55+00:00, ,10248323573,en,0,0,0,0, ,"everytime I pass the sauder building I think:""maybe my brother's in there, I should text him to get me some food."" :( but he's in singapore.",S pass
28937513,2010-03-09 00:46:57+00:00, ,10196552264,en,1,0,0,0, ,Universal studio singapore's annual pass seems real unreasonable compared to american counterpart- http://is.gd/9ZNUM,S pass
10494942,2010-03-08 23:17:32+00:00, ,10192924424,en,0,0,0,0, ,"Universal Studio Singapore's Express Pass is once-use per attraction only?? At that price, I thought it'll be unlimited (or at least 2x)?!",S pass
16219844,2010-03-05 14:49:11+00:00, ,10026989114,en,0,0,0,0, ,"Ticket sales for Universal Studios Singapore¡¯s soft opening 
will begin on March 10, 2010. One Day Weekday Pass $66 http://bit.ly/dCL0Hj",S pass
3403931,2010-03-05 05:21:53+00:00, ,10010666113,en,0,0,0,0, ,Must as well get the annual pass since that's like the most exciting thing to do in Singapore.,S pass
26491974,2010-04-29 05:11:50+00:00, ,13051867174,en,0,0,0,0, ,"There's something wrong with my student pass application. Do they know that after tomorrow, I will be illegal in Singapore?",S pass
102979716,2010-04-22 17:36:14+00:00, ,12651563292,en,0,0,0,0, ,"Cookie-cutter school system not enough for future: AsiaOne
In 1960, the pass rate of Singapore's very first ... http://tinyurl.com/2cmwo4w",S pass
87625980,2010-04-22 02:33:18+00:00, ,12614245809,en,0,0,0,0, ,"RT @wong_desiree: Doubt I'm gonna pass this test, need to shop to lighten up my day. But where's @janellenaj and @xoxojamieee? -&gt; SINGAPORE!",S pass
23159363,2010-04-22 02:27:57+00:00, ,12613950733,en,0,0,0,0, ,"Universal Studios Singapore (One Day Pass)
Weekdays: A: S$66 C: S$48 SC: S$32, Weekends: A: S$72 C: S$52 SC: S$36 anyone? :P",S pass
9307162,2010-04-16 08:20:58+00:00, ,12271825376,en,0,0,0,0, ,Cancelling student pass. ¡ª at Singapore Immigration and Checkpoints Authority http://gowal.la/s/5w24,S pass
14546690,2010-04-09 12:29:55+00:00, ,11877897260,en,0,0,0,0, ,"Hustled all day at @Starbucks in Holland Village, #Singapore -do or die test tmrw in Corporate Finance. Pass test,pass course. Let's do this",S pass
22824670,2010-04-06 14:04:23+00:00, ,11699760933,en,0,0,0,0, ,Based on 9.8 million completed surveys Singapore¡¯s Changi airport has come out on top as most pleasant to pass through.,S pass
94300647,2010-04-05 01:06:17+00:00, ,11615897967,en,0,0,0,0, ,Universal Studios | S$6 off One Day Adult Pass and S$4 off On Day Child Pass at Universal Studios Singapore in... http://bit.ly/bE2D6M,S pass
74827796,2010-04-04 16:19:53+00:00, ,11594740332,en,0,0,0,0, ,#singapore #news Financial overhaul to pass test?: WASHINGTON - PRESIDENT Barack Obama's top economic adv... http://bit.ly/bOUAAh #business,S pass
74819814,2010-04-04 16:02:46+00:00, ,11594001438,en,0,0,0,0, ,"#singapore Financial overhaul to pass test?: WASHINGTON - PRESIDENT Barack Obama's to.. http://rly.cc/WpoyD
 #business #news",S pass
35426852,2010-04-01 07:21:28+00:00, ,11412739910,en,0,0,0,0, ,Vain try! office knows!  hahahaha RT @Stefanus_Wong: Omg! I appeared on Singapore's Gossip Site for donning a fashion faux pass.,S pass
38643980,2010-05-28 10:36:48+00:00, ,14897781556,en,0,0,0,0, ,"Visa & Other Travel Services, India: singapore work visa: singapore work visa (s pass)qualification... http://bit.ly/9mUxJB #tours #travels",S pass
60235568,2010-05-27 15:48:41+00:00, ,14842699464,en,0,0,0,0, ,"@Phantasmagori_a oh gosh, if the states is rated PG - 13, i hope singapore`s one wouldnt be N - 16, but wait, yr bdae will pass then?",S pass
6345192,2010-05-27 11:29:01+00:00, ,14828150808,en,0,0,0,0, ,Travelling on CARGO at the Arts Fest: the closest you'll get to Singapore's industrial heartlands without requiring a security pass.,S pass
