author id,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet,xenophobia
226053870,2011-01-29 03:10:45+00:00, ,3.11875E+16,en,0,0,0,0, ,"Xenophobia has a show coming up on 2011-01-30 at 20:00 @ Jurong Regional Li... in Singapore, SG http://soc.li/aVmnLJi",xenophobia
75594060,2011-04-21 18:05:54+00:00, ,6.11285E+16,en,0,0,0,0, ,"Racism and xenophobia exists in Singapore. - ※Multi-racial, multi-religious society§ That＊s what you will... http://tumblr.com/xdt27kcbb1",xenophobia
17506128,2011-04-21 04:35:01+00:00, ,6.09245E+16,en,0,0,0,0, ,"Whatever Maurice Newman may claim, simple xenophobia wasn't behind the knockback of the Singapore bid for the ASX http://ow.ly/4EKBF",xenophobia
112566442,2011-04-04 11:38:31+00:00, ,5.48705E+16,en,0,0,0,0, ,Xenophobia in Singapore? http://scoo.ps/eaQ7Mw No such thing. We practise reverse xeno: Bully yr own kind 4benefit of wealthy foreigners,xenophobia
221341480,2011-05-15 14:14:10+00:00, ,6.97675E+16,en,0,0,0,0, ,Are You Against Xenophobia and Hate in Singapore Politics http://ow.ly/4UTIg #sgelections #sgelection #sgpolitics,xenophobia
155680851,2011-05-11 10:46:01+00:00, ,6.82656E+16,en,0,0,0,0, ,@kary_ing Haa foreigners in singapore rocks. Xenophobia is non-snensical,xenophobia
284570963,2011-05-03 08:19:29+00:00, ,6.53296E+16,en,0,0,0,0, ,UN Press Release on Singapore's Xenophobia & Intolerance http://bit.ly/lW6RlI #sgelections,xenophobia
65269628,2011-06-28 15:01:17+00:00, ,8.57245E+16,en,0,0,0,0, ,Oh so now the influx of foreigners is being credited for the sense of nationalism in Singapore? More like xenophobia pls.,xenophobia
218046777,2011-06-28 06:16:05+00:00, ,8.55923E+16,en,0,0,0,0, ,Does Racial Harmony Justify Xenophobia In Singapore?: Visakan Veerasamy Since when did justice become such a... http://j.mp/k1Ndjz,xenophobia
16884623,2011-06-27 17:56:30+00:00, ,8.54062E+16,en,0,0,0,0, ,Does "Racial Harmony" Justify Xenophobia in Singapore? :http://t.co/NvG2RTw #SG,xenophobia
101452797,2011-06-19 02:31:28+00:00, ,8.22743E+16,en,0,0,0,0, ,"In few years, if xenophobia increases, Singapore risks to become an anachronistic reservation for market fearful ""natives"".",xenophobia
221341480,2011-06-06 22:03:26+00:00, ,7.78582E+16,en,0,0,0,0, ,There is a xenophobia problem in Singapore http://ow.ly/5bvSx,xenophobia
221341480,2011-06-06 21:23:12+00:00, ,7.7848E+16,en,0,0,0,0, ,There is xenophobia in Singapore http://ow.ly/5btyo,xenophobia
20503664,2011-06-04 04:19:56+00:00, ,7.68657E+16,en,0,0,0,0, ,Do singapore a favour and ignore this. Am sick of their xenophobia RT @tocsg: TR asks for US$30K to keep going http://fb.me/t97rBmaq,xenophobia
112566442,2011-06-02 05:54:12+00:00, ,7.61647E+16,en,0,0,0,0, ,Beware of breedin xenophobia -letter in ST. Throw a punch in #Singapore? Law's taken care of it. So just keep scowlin; the rest- keep denyin,xenophobia
17361658,2011-07-28 14:36:39+00:00, ,9.65899E+16,en,0,0,0,0, ,RT @SGnews: [TR] Rising xenophobia caused Singapore to lose a precious foreign talent in hospitality management http://bit.ly/o0NflP,xenophobia
341375420,2011-07-28 13:25:07+00:00, ,9.65719E+16,en,0,0,0,0, ,NewsInSG: Rising xenophobia caused Singapore to lose a precious foreign talent in hospitality managem... http://bit.ly/oFygVG #Singapore,xenophobia
243942106,2011-07-28 13:25:07+00:00, ,9.65719E+16,en,0,0,0,0, ,Rising xenophobia caused Singapore to lose a precious foreign talent in hospitality management http://bit.ly/oFygVG #sgpolitics,xenophobia
48919722,2011-07-27 10:04:43+00:00, ,9.61591E+16,en,0,0,0,0, ,"A little less xenophobia, please, Singapore.  Or have you forgotten where that gets you? It usually involves violence.",xenophobia
195891820,2011-07-08 11:17:43+00:00, ,8.92921E+16,en,0,0,0,0, ,"#Singapore A question of commitment, not xenophobia ? Furry Brown Dog: Alex Au ﹞ flaneurose... http://bit.ly/pYIAbs http://bit.ly/laY1O9",xenophobia
221341480,2011-07-05 11:25:59+00:00, ,8.8207E+16,en,0,0,0,0, ,Does Racial Harmony Justify Xenophobia in Singapore?http://bit.ly/mqKh5C,xenophobia
14261725,2011-07-04 09:07:09+00:00, ,8.78097E+16,en,0,0,0,0, ,Are we celebrating Ah Tiong National Day in Singapore? Y/N? http://bit.ly/kfEHrr #sgpolitics #xenophobia #EDMW,xenophobia
221341480,2011-08-25 15:31:35+00:00, ,1.06751E+17,en,0,0,0,0, ,Opposition parties and opinion leaders need to address the growing xenophobia problem in Singapore http://t.co/ShrQImL,xenophobia
125271050,2011-08-22 13:09:13+00:00, ,1.05628E+17,en,0,0,0,0, ,Examine root cause of why xenophobia is gaining traction in Singapore. bit.ly/qTtuBH,xenophobia
40221387,2011-08-22 04:47:38+00:00, ,1.05501E+17,en,0,0,1,0, ,#3words FUCK CURRY DAY. #Singapore #currydaysucks #xenophobia #singaporesucks,xenophobia
221280667,2011-08-19 02:32:21+00:00, ,1.0438E+17,en,0,0,0,0, ,"DEAR INT'L STUDENTS, this is the Singapore education system. Just get to the damned point and answer the damned question. #xenophobia",xenophobia
28989261,2011-08-17 22:38:08+00:00, ,1.03959E+17,en,0,0,0,0, ,@RalfJRitter saw your comments on http://t.co/p5TJ9Dr very good points about the xenophobia,xenophobia
23565597,2011-08-17 09:55:31+00:00, ,1.03767E+17,en,0,0,0,0, ,#Singapore combats xenophobia with curry: http://t.co/ddQem3O #food,xenophobia
15899971,2011-08-12 11:06:18+00:00, ,1.01973E+17,en,0,0,0,3, ,RT @quitemindy: The rampant xenophobia in Singapore is bordering on disgusting.,xenophobia
5609172,2011-08-12 11:03:24+00:00, ,1.01972E+17,en,0,0,0,3, ,RT @quitemindy: The rampant xenophobia in Singapore is bordering on disgusting.,xenophobia
48033531,2011-08-12 09:30:52+00:00, ,1.01949E+17,en,0,0,0,3, ,The rampant xenophobia in Singapore is bordering on disgusting.,xenophobia
315446144,2011-08-06 18:16:41+00:00, ,9.99068E+16,en,0,0,0,0, ,http://t.co/7M1gIbL Rising xenophobia caused Singapore to lose a precious foreign talent in hospitality management,xenophobia
315446144,2011-08-01 12:31:54+00:00, ,9.8008E+16,en,0,0,0,0, ,http://t.co/7M1gIbL Rising xenophobia caused Singapore to lose a precious foreign talent in hospitality management,xenophobia
41784697,2011-08-01 02:33:00+00:00, ,9.78573E+16,en,0,0,0,0, ,"scarily, this reminds me a little of singapore right now http://t.co/qKkcwFi in the sense of ""islamphobia"", but a little of xenophobia",xenophobia
15899971,2011-09-21 00:54:03+00:00, ,1.16314E+17,en,0,0,0,0, ,Reading test scripts about xenophobia and how it affects Singapore. Our kids actually understood what it means. They do watch and listen.,xenophobia
18931372,2011-09-17 08:00:32+00:00, ,1.14972E+17,en,0,0,0,0, ,RT @skinnylatte Gathering passionate Singaporeans and Singapore residents for my Just Say No to Xenophobia project. I am sick of xenophobia,xenophobia
1198031,2011-09-17 06:08:24+00:00, ,1.14944E+17,en,0,0,0,14, ,RT @skinnylatte: Gathering passionate Singaporeans and Singapore residents for my Just Say No to Xenophobia project. I am sick of xenoph ...,xenophobia
25035237,2011-09-17 05:53:39+00:00, ,1.1494E+17,en,0,0,0,14, ,RT @skinnylatte: Gathering passionate Singaporeans and Singapore residents for my Just Say No to Xenophobia project. I am sick of xenoph ...,xenophobia
98869606,2011-09-17 05:45:49+00:00, ,1.14938E+17,en,0,0,0,14, ,RT @skinnylatte: Gathering passionate Singaporeans and Singapore residents for my Just Say No to Xenophobia project. I am sick of xenoph ...,xenophobia
8395672,2011-09-17 04:10:09+00:00, ,1.14914E+17,en,0,0,0,0, ,RT @skinnylatte: Gathering passionate Singaporeans and Singapore residents for my Just Say No to Xenophobia project. I am sick of xenophobia,xenophobia
96908785,2011-09-17 03:53:27+00:00, ,1.1491E+17,en,0,0,0,14, ,RT @skinnylatte: Gathering passionate Singaporeans and Singapore residents for my Just Say No to Xenophobia project. I am sick of xenoph ...,xenophobia
15899971,2011-09-17 03:40:25+00:00, ,1.14907E+17,en,0,0,0,14, ,RT @skinnylatte: Gathering passionate Singaporeans and Singapore residents for my Just Say No to Xenophobia project. I am sick of xenoph ...,xenophobia
21286018,2011-09-17 03:39:54+00:00, ,1.14906E+17,en,0,0,0,14, ,RT @skinnylatte: Gathering passionate Singaporeans and Singapore residents for my Just Say No to Xenophobia project. I am sick of xenoph ...,xenophobia
98918274,2011-09-17 03:39:07+00:00, ,1.14906E+17,en,0,0,0,14, ,RT @skinnylatte: Gathering passionate Singaporeans and Singapore residents for my Just Say No to Xenophobia project. I am sick of xenoph ...,xenophobia
324271534,2011-09-17 03:30:46+00:00, ,1.14904E+17,en,0,0,0,14, ,RT @skinnylatte: Gathering passionate Singaporeans and Singapore residents for my Just Say No to Xenophobia project. I am sick of xenoph ...,xenophobia
6988732,2011-09-17 03:26:11+00:00, ,1.14903E+17,en,0,0,0,14, ,RT @skinnylatte: Gathering passionate Singaporeans and Singapore residents for my Just Say No to Xenophobia project. I am sick of xenoph ...,xenophobia
13737542,2011-09-17 01:31:22+00:00, ,1.14874E+17,en,0,0,0,14, ,RT @skinnylatte: Gathering passionate Singaporeans and Singapore residents for my Just Say No to Xenophobia project. I am sick of xenoph ...,xenophobia
9093,2011-09-16 22:30:04+00:00, ,1.14828E+17,en,0,0,10,14, ,Gathering passionate Singaporeans and Singapore residents for my Just Say No to Xenophobia project. I am sick of xenophobia.,xenophobia
14785276,2011-10-27 01:30:18+00:00, ,1.29369E+17,en,0,0,0,2, ,RT @visakanv: Does racial harmony justify xenophobia in Singapore? http://t.co/8VqXpmlS,xenophobia
226604286,2011-10-27 00:59:37+00:00, ,1.29362E+17,en,0,0,0,2, ,RT @visakanv: Does racial harmony justify xenophobia in Singapore? http://t.co/8VqXpmlS,xenophobia
15899971,2011-10-26 06:16:37+00:00, ,1.29079E+17,en,0,0,0,1, ,RT @hai_ren: RT @visakanv: Does racial harmony justify xenophobia in Singapore? http://t.co/cHF6vGRc,xenophobia
625243,2011-10-26 06:16:19+00:00, ,1.29079E+17,en,0,0,0,1, ,RT @visakanv: Does racial harmony justify xenophobia in Singapore? http://t.co/cHF6vGRc,xenophobia
16884623,2011-10-26 06:13:09+00:00, ,1.29078E+17,en,0,0,0,2, ,Does racial harmony justify xenophobia in Singapore? http://t.co/8VqXpmlS,xenophobia
12598202,2011-10-20 13:49:37+00:00, ,1.27019E+17,en,0,0,0,0, ,RT @jeffcheong: Xenophobia in Singapore. This is a good read by @skinnylatte  http://t.co/ovw4Rnc1,xenophobia
10116502,2011-10-20 10:49:17+00:00, ,1.26973E+17,en,0,0,0,0, ,Excellent article on xenophobia in singapore by @skinnylatte via @jolantru http://t.co/wpGIEfyH,xenophobia
15899971,2011-10-20 10:40:53+00:00, ,1.26971E+17,en,0,0,0,1, ,RT @ctham: Good article from @skinnylatte on xenophobia in Singapore  http://t.co/bnUaNvy5,xenophobia
23011555,2011-10-20 10:31:29+00:00, ,1.26969E+17,en,0,0,0,1, ,Good article from @skinnylatte on xenophobia in Singapore  http://t.co/bnUaNvy5,xenophobia
226053870,2011-10-01 09:03:36+00:00, ,1.20061E+17,en,0,0,0,0, ,"This sunday xenophobia strikes back at undersickness #3 with 2 guestband from singapore in regata outdoor,see u in moshpit guys",xenophobia
92294636,2011-12-15 11:17:51+00:00, ,1.47274E+17,en,0,0,0,2, ,RT @chiewmei: A perfect example of xenophobia in Singapore. The comments are disgraceful! http://t.co/p36DmfL5,xenophobia
46131870,2011-12-15 11:08:09+00:00, ,1.47272E+17,en,0,0,0,2, ,RT @chiewmei: A perfect example of xenophobia in Singapore. The comments are disgraceful! http://t.co/p36DmfL5,xenophobia
14807950,2011-12-15 10:51:34+00:00, ,1.47268E+17,en,0,0,0,2, ,A perfect example of xenophobia in Singapore. The comments are disgraceful! http://t.co/p36DmfL5,xenophobia
10116502,2012-01-27 17:46:46+00:00, ,1.62955E+17,en,0,0,0,0, ,"@eccentricyoruba heck yeah! what annoys me is that in singapore, the discussion abt 'expatriate pay' turns into xenophobia twds our...",xenophobia
40220963,2012-02-22 10:38:31+00:00, ,1.72269E+17,en,0,0,0,0, ,"Singapore is heading towards senseless xenophobia and yet, nothing is done to address the issue.",xenophobia
16644588,2012-02-17 13:52:03+00:00, ,1.70506E+17,en,0,0,1,0, ,The xenophobia in this thread is irritating. http://t.co/7njTRFzC,xenophobia
164552298,2012-02-09 12:03:35+00:00, ,1.67579E+17,en,0,0,0,0, ,The Government is the main cause of the rise of Xenophobia in Singapore?: The Government is the main cause of th... http://t.co/ecz0N4D,xenophobia
434860246,2012-02-05 12:54:43+00:00, ,1.66143E+17,en,0,0,0,0, ,TOC and TRE is promoting xenophobia http://t.co/gRkXARLJ #sgelections #sgpresident #sgpolitics #sgelection,xenophobia
207901281,2012-02-05 09:21:38+00:00, ,1.66089E+17,en,0,0,0,1, ,What dynamics are behind the apparent trend of intraracial xenophobia between ethnic Chinese populations in Ho＃ Answer: http://t.co/opYE1LT8,xenophobia
20835015,2012-02-02 14:47:41+00:00, ,1.65084E+17,en,0,0,0,0, ,My thoughts on xenophobia in Singapore. Speak up against #racism: http://t.co/53qlcuA5,xenophobia
37145570,2012-03-29 09:49:49+00:00, ,1.85303E+17,en,0,0,1,0, ,"@misterchirpee @wellpainted Anything about Singapore! Socio-political affairs, foreign scholars, COE, xenophobia, bilingualism.",xenophobia
361134624,2012-03-28 05:30:10+00:00, ,1.84875E+17,en,0,0,0,0, ,Government giving citizens an advantage? Xenophobia! http://t.co/YJmEjua9 ( via @aticusyap ),xenophobia
125271050,2012-03-28 01:24:12+00:00, ,1.84813E+17,en,0,0,0,0, ,Please explain why giving citizens priority is called xenophobia. http://t.co/egbkFVAm,xenophobia
16644588,2012-03-27 23:41:43+00:00, ,1.84787E+17,en,0,0,1,0, ,Don't let the door hit you on the way out. "Xenophobia finally resulting in causalities. I am packing my bags" http://t.co/ZJ65P2e5,xenophobia
16644588,2012-03-27 15:51:53+00:00, ,1.84669E+17,en,0,0,1,0, ,Don't let the door hit your ass on the way out. "Xenophobia finally resulting in causalities. I am packing my bags" http://t.co/ZJ65P2e5,xenophobia
15852453,2012-03-07 09:14:36+00:00, ,1.77321E+17,en,0,0,0,0, ,＆Address seething anger against foreigners＊ http://t.co/MtAGYZSO Xenophobia rampant in #Singapore it seems..,xenophobia
17216146,2012-03-06 18:38:59+00:00, ,1.77101E+17,en,0,0,1,0, ,"Does Racial Harmony Justify Xenophobia in Singapore? http://t.co/e3Jhsi6H Nice one, @visakanv!",xenophobia
13144942,2012-03-02 05:36:06+00:00, ,1.75454E+17,en,0,0,0,0, ,"In the current Singapore environment, this is a gutsy piece from a local youth RT @fnmiddle:  here's the first part! http://t.co/iNRzUDmk",xenophobia
398096178,2012-03-02 05:11:00+00:00, ,1.75448E+17,en,0,0,0,0, ,[TOC] Prejudice and Discrimination 每 Xenophobia: ~ By: Ng Yi Shu ~ We see it all around us. On the In... http://t.co/uKscU335 #singapore,xenophobia
341375420,2012-03-02 05:11:00+00:00, ,1.75448E+17,en,0,0,0,0, ,NewsInSG: Prejudice and Discrimination 每 Xenophobia: ~ By: Ng Yi Shu ~ We see it all around us. On th... http://t.co/xucFf6QN #Singapore,xenophobia
31340226,2012-04-29 11:07:06+00:00, ,1.96556E+17,en,0,0,0,0, ,RT @sphasiaone: Singaporeans speak out against xenophobia. http://t.co/32G2Hhmv§,xenophobia
185407781,2012-04-29 06:05:55+00:00, ,1.9648E+17,en,0,0,0,0, ,RT worthy--&gt; ※@sphasiaone: Singaporeans speak out against xenophobia. http://t.co/0W59ZLG6§,xenophobia
19013879,2012-04-29 05:12:14+00:00, ,1.96467E+17,en,0,0,0,1, ,Singaporeans speak out against xenophobia. http://t.co/H1Ik27NW,xenophobia
172796191,2012-04-28 14:04:17+00:00, ,1.96238E+17,en,0,0,0,0, ,"Xenophobia is illegal in Singapore, regardless what the minister had done on TV. Nationalistic is promoted in Singapore. #killpinoy",xenophobia
59696222,2012-04-28 06:45:00+00:00, ,1.96128E+17,en,0,0,0,0, ,"in other  countries its called nationalism , in Singapore its called xenophobia",xenophobia
368928059,2012-04-25 10:28:36+00:00, ,1.95097E+17,en,0,0,0,0, ,Every Cloud Has A Silver Lining: Speak Up Against Xenophobia in Singapore http://t.co/HAZ8KB4s,xenophobia
434860246,2012-04-23 15:04:54+00:00, ,1.94442E+17,en,0,0,0,0, ,TOC and TRE continues to spread xenophobia http://t.co/kDbFWiJo #sgpolitics #sgelections #sgelection,xenophobia
434860246,2012-04-11 14:54:09+00:00, ,1.9009E+17,en,0,0,0,0, ,TOC and TRE continues to promote xenophobia http://t.co/VMFC4C8N #sgpolitics #sgelections #sgelection,xenophobia
398096178,2012-04-07 23:31:22+00:00, ,1.88771E+17,en,1,0,0,0, ,[TOC] Xenophobia and hypocrisy: ? ~By: Gordon Lee~ ? Lee Kuan Yew and the PAP he founded do not like ... http://t.co/l3R6eBfA #singapore,xenophobia
341375420,2012-04-07 23:31:22+00:00, ,1.88771E+17,en,0,0,0,0, ,NewsInSG: Xenophobia and hypocrisy: ? ~By: Gordon Lee~ ? Lee Kuan Yew and the PAP he founded do not l... http://t.co/MWhgTeUZ #Singapore,xenophobia
22171774,2012-04-04 04:39:59+00:00, ,1.87399E+17,en,0,0,0,3, ,"RT @AnitaKapoor: Singapore style Xenophobia: unreasonable fear of all Asians, yet never Caucasians.",xenophobia
15899971,2012-04-04 04:05:50+00:00, ,1.8739E+17,en,0,0,0,3, ,"RT @AnitaKapoor: Singapore style Xenophobia: unreasonable fear of all Asians, yet never Caucasians.",xenophobia
22717923,2012-04-04 03:57:22+00:00, ,1.87388E+17,en,0,0,2,3, ,"Singapore style Xenophobia: unreasonable fear of all Asians, yet never Caucasians.",xenophobia
101960347,2012-05-28 08:45:25+00:00, ,2.0703E+17,en,0,0,0,0, ,"""Then there is the issue of racism in Singapore itself. To me this is strange, it is ok to talk about xenophobia... http://t.co/UyeKRPOW",xenophobia
21622264,2012-05-25 13:41:56+00:00, ,2.06017E+17,en,0,0,0,0, ,Xenophobia on the rise in #Singapore. But ironically due to its own ruling class. http://t.co/YiHfB9kb,xenophobia
207339791,2012-05-24 10:58:34+00:00, ,2.05614E+17,en,0,0,0,0, ,Is it Xenophobia or is it Stress? The Challenge that Singapore faces http://t.co/rgDZ4khL,xenophobia
236729579,2012-05-24 09:10:28+00:00, ,2.05587E+17,en,0,0,1,0, ,@FcukMary just need to know 1 thing: they invaded Singapore. #xenophobia,xenophobia
17617952,2012-05-23 13:29:52+00:00, ,2.05289E+17,en,0,0,0,0, ,"There are 1 million Chinese (China) on our island today. Congratulations Singapore, you are now little China. #xenophobia #everyright",xenophobia
75560214,2012-05-22 09:00:19+00:00, ,2.04859E+17,tl,0,0,0,0, ,"http://t.co/YS87fHYZ Singapore, Hong Kong unite against 'locusts': HONG KONG - Xenophobia is riding high in Sing... http://t.co/XufpfN8O",xenophobia
17048684,2012-05-22 03:40:52+00:00, ,2.04779E+17,en,0,0,0,1, ,RT @sonnylebythebay: Is it Xenophobia or is it Stress? The Challenge that #Singapore faces http://t.co/6OQFMdw6 || RT @simrinsingh,xenophobia
254172719,2012-05-22 03:34:01+00:00, ,2.04777E+17,en,0,0,0,1, ,Is it Xenophobia or is it Stress? The Challenge that #Singapore faces http://t.co/6OQFMdw6 || RT @simrinsingh,xenophobia
245781728,2012-05-22 02:51:05+00:00, ,2.04766E+17,en,0,0,0,0, ,RT Is it Xenophobia or is it Stress? The Challenge that Singapore faces http://t.co/O2MerrK,xenophobia
45789778,2012-05-22 01:59:17+00:00, ,2.04753E+17,en,0,0,1,0, ,Is it Xenophobia or is it Stress? The Challenge that Singapore faces http://t.co/v0dRiXku,xenophobia
98515335,2012-05-21 18:34:55+00:00, ,2.04641E+17,en,0,0,0,0, ,#sgpolitics More insights on xenophobia. http://t.co/dDwHqFwB,xenophobia
98515335,2012-05-21 18:27:03+00:00, ,2.04639E+17,en,0,0,0,0, ,Well-written and insightful article on "xenophobia" in Singapore. http://t.co/fegzvpCl #sgpolitics,xenophobia
498721028,2012-05-21 10:55:37+00:00, ,2.04526E+17,en,0,0,0,0, ,Is it Xenophobia or is it Stress? The Challenge that Singapore faces http://t.co/gNIOjAnX,xenophobia
576303210,2012-05-19 08:02:15+00:00, ,2.03757E+17,en,0,0,0,0, ,#singapore #xenophobia backlash http://t.co/1dOrh1fY,xenophobia
576303210,2012-05-19 07:58:57+00:00, ,2.03757E+17,en,0,0,0,0, ,Long overdue backlash against xenophobia in Singapore http://t.co/1dOrh1fY via @wordpressdotcom,xenophobia
81035300,2012-05-18 14:26:42+00:00, ,2.03492E+17,en,0,0,0,1, ,RT @kixes: I have so many issues with this I can't even... https://t.co/Xje8TyoH #Singapore #xenophobia,xenophobia
96908785,2012-05-18 10:45:45+00:00, ,2.03436E+17,en,1,0,0,0, ,RT @kixes: I have so many issues with this I can't even... https://t.co/3qHhSIUc #Singapore #xenophobia,xenophobia
27182288,2012-05-18 10:39:10+00:00, ,2.03435E+17,en,0,0,3,1, ,I have so many issues with this I can't even... https://t.co/Xje8TyoH #Singapore #xenophobia,xenophobia
147899187,2012-05-17 09:01:11+00:00, ,2.03048E+17,en,0,0,0,0, ,Xenophobia in Singapore is completely unwarranted. There I said it.,xenophobia
299141309,2012-05-16 15:18:55+00:00, ,2.0278E+17,en,0,0,0,0, ,Against Xenophobia: A Photographer＊s Response http://t.co/yVbADgpc #racism #xenophobia #softpower #sociology #singapore,xenophobia
30842687,2012-05-16 11:37:13+00:00, ,2.02724E+17,en,0,0,0,0, ,I feel like this Ferrari incident is only going to intensify the xenophobia in Singapore. RIP to all the victims though :(,xenophobia
94756772,2012-05-16 04:20:22+00:00, ,2.02614E+17,en,0,0,0,0, ,"photographer, curator and researcher Zhuang Wubin tackles xenophobia in Singapore and silence in the arts community: http://t.co/E0m4bje0",xenophobia
14244614,2012-05-15 13:25:58+00:00, ,2.02389E+17,en,0,0,0,0, ,"Oops, even the overseas media managed to get a whiff of our shit.  http://t.co/3rOAUNEq",xenophobia
31069019,2012-05-15 12:58:51+00:00, ,2.02383E+17,en,0,0,0,0, ,"they should hire me la. i'll add to immigrants xenophobia. ""this is not china or indonesia or bangladesh, this is singapore, don't litter""",xenophobia
14996529,2012-05-15 07:37:55+00:00, ,2.02302E+17,en,0,0,0,0, ,"Singapore, must you be reminded your words echo further than you think? Vile. http://t.co/yi5LGyL",xenophobia
218046777,2012-05-14 16:31:09+00:00, ,2.02074E+17,en,0,0,0,0, ,"Ferrari Crash Fuels SG Xenophobia: AAP: A wealthy Chinese expatriate who crashed his Ferrari into a taxi, killing... http://t.co/6DAJlUb2",xenophobia
64336877,2012-05-14 14:05:29+00:00, ,2.02037E+17,en,0,0,0,0, ,http://t.co/7NA9tGGo -  Ferrari crash fuels Singapore Xenophobia - MSN NZ News http://t.co/CVYXhNUz,xenophobia
35482645,2012-05-14 13:57:59+00:00, ,2.02035E+17,en,0,0,0,0, ,Last Saturday's Ferrari crash came 2 months after the Changi Airport taxi hijack by another Chinese national http://t.co/ApEkavqW,xenophobia
35482645,2012-05-14 13:56:44+00:00, ,2.02035E+17,en,0,0,0,0, ,"The Ferrari crash has sparked outrage in Singapore, where many took the chance to criticise the govt immigration policy http://t.co/ApEkavqW",xenophobia
390170930,2012-05-14 13:54:23+00:00, ,2.02034E+17,en,0,0,0,0, ,"Xenophobia, a word that I learnt from playing a SquareEnix game a long time ago. Now it seems like #singapore is a RPG.",xenophobia
66623045,2012-05-14 11:22:28+00:00, ,2.01996E+17,en,0,0,0,0, ,#Ferrari crash fuels #Singapore #Xenophobia http://t.co/k2pji3xP,xenophobia
13728132,2012-05-14 11:05:54+00:00, ,2.01992E+17,en,0,0,1,0, ,"Gah, is that the standard narrative now?! ~ ""Ferrari crash fuels Singapore Xenophobia"" http://t.co/ATJ19WgA",xenophobia
