author id,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet,racial discrimination
137888911,2011-03-20 10:50:15+00:00, ,4.94225E+16,en,0,0,0,0, ,"Green Hornet star Set Rogen making fun of Singapore in the Conan O'Brien show. WTF?! Seriously, enough of the racial discrimination",racial discrimination
75292553,2011-05-24 09:05:45+00:00, ,7.29514E+16,en,0,0,0,0, ,how about a research on racial discrimination in singapore?,racial discrimination
64956997,2011-07-24 13:21:49+00:00, ,9.51215E+16,en,0,0,2,0, ,"@Raigo_ come to Singapore , you wouldn't get any of this since my country has a 0 tolerance on racial discrimination !",racial discrimination
48425060,2011-09-02 12:35:56+00:00, ,1.09605E+17,en,0,0,0,0, ,"@_kccc don't know if it's opened in Singapore, I've just watched it in Sydney today. The Help, brilliant movie about racial discrimination.",racial discrimination
31177709,2011-10-20 05:53:07+00:00, ,1.26899E+17,en,0,0,1,0, ,Racial discrimination here in singapore should be solved.,racial discrimination
68932763,2011-11-17 00:35:06+00:00, ,1.36966E+17,en,0,0,3,0, ,"Hey you should read this @endogonidia http://t.co/MUVSKZF from @fuzzyhazzy. @danny8811: might interest you, too, man.",racial discrimination
30690086,2011-11-13 13:21:20+00:00, ,1.35709E+17,en,0,0,0,3, ,RT @SGNetter: There Is State Sanctioned Racial Discrimination In Singapore http://t.co/5Mqeg1XJ,racial discrimination
242635346,2011-11-13 13:18:30+00:00, ,1.35708E+17,en,0,0,0,3, ,There Is State Sanctioned Racial Discrimination In Singapore http://t.co/5Mqeg1XJ,racial discrimination
406495008,2011-11-11 06:10:38+00:00, ,1.34876E+17,en,0,0,0,0, ,Racial discrimination camouflaged as practicality in squeaky clean #singapore http://t.co/AAi3phe1,racial discrimination
13239802,2011-11-10 04:23:40+00:00, ,1.34486E+17,en,0,0,0,0, ,RT @baffymj: Great piece by my colleagues on Singapore's residential rental racial discrimination...on.wsj.com/uOu0DQ,racial discrimination
211888387,2011-11-10 04:04:30+00:00, ,1.34482E+17,en,0,0,0,0, ,Great piece by my colleagues on Singapore's residential rental racial discrimination...say that after a beer ot two...on.wsj.com/uOu0DQ,racial discrimination
46148794,2011-12-18 14:10:51+00:00, ,1.48405E+17,en,0,0,0,2, ,"You can't deny the fact that racial discrimination still exists in Singapore today, but over generalizing us Singaporeans is just.. Wrong.",racial discrimination
170217836,2011-12-14 12:54:06+00:00, ,1.46936E+17,en,0,0,0,0, ,Racial Discrimination in Singapore - http://t.co/jwCIWzhN &lt;-- Anyone's thoughts towards this...?,racial discrimination
242635346,2012-01-23 20:19:03+00:00, ,1.61543E+17,en,0,0,0,0, ,State-sanctioned racial discrimination in Singapore http://t.co/5DsH87PE,racial discrimination
242635346,2012-01-15 11:10:20+00:00, ,1.58506E+17,en,0,0,0,0, ,PAP should stop its racial discrimination policies http://t.co/JqEjf23t,racial discrimination
242635346,2012-02-15 11:52:16+00:00, ,1.69751E+17,en,0,0,0,0, ,Racial discrimination policies are practised in Singapore http://t.co/ykN0fFt9,racial discrimination
270337316,2012-02-14 15:08:40+00:00, ,1.69438E+17,en,0,0,0,0, ,Racial discrimination is widespread in Singapore http://t.co/7oMHbm1H #sgelection #sgelections #sgpolitics,racial discrimination
242635346,2012-02-11 18:42:00+00:00, ,1.68404E+17,en,0,0,0,0, ,Racial discrimination is alive in Singapore http://t.co/DwB9s8Vr,racial discrimination
242635346,2012-02-07 15:28:20+00:00, ,1.66906E+17,en,0,0,0,0, ,PAP wants to make the Malays an extinct race in Singapore? http://t.co/mEEtelIf,racial discrimination
242635346,2012-02-07 10:45:08+00:00, ,1.66835E+17,en,0,0,0,0, ,Racial discrimination policies against Malays in Singapore http://t.co/dYnqil0E,racial discrimination
170254201,2012-02-02 00:06:23+00:00, ,1.64862E+17,en,0,0,0,0, ,"In other countries, they have racial discrimination. In Singapore, we have qualification discrimination.",racial discrimination
242635346,2012-03-10 12:42:22+00:00, ,1.78461E+17,en,0,0,0,0, ,Race based aid has no place in Singapore http://t.co/vAxJHzhG,racial discrimination
17536162,2012-04-17 03:47:53+00:00, ,1.92097E+17,en,0,0,0,2, ,RT @fazabdulgaffa: Highlighted by a gay Indian friend this morning: he experiences more racial discrimination than he does gay discrimin ...,racial discrimination
77694991,2012-04-17 03:36:26+00:00, ,1.92094E+17,en,0,0,0,2, ,RT @fazabdulgaffa: Highlighted by a gay Indian friend this morning: he experiences more racial discrimination than he does gay discrimin ...,racial discrimination
21637626,2012-04-17 02:45:02+00:00, ,1.92081E+17,en,0,0,2,2, ,Highlighted by a gay Indian friend this morning: he experiences more racial discrimination than he does gay discrimination in Singapore.,racial discrimination
106096500,2012-07-27 07:01:20+00:00, ,2.28747E+17,en,0,0,0,0, ,Singapore being featured as the main story on the NY Times website for racial/nationality-based discrimination cannot be a good sign!,racial discrimination
350193986,2012-07-03 12:01:22+00:00, ,2.20125E+17,en,0,0,0,0, ,None of countries can be separated from racial discrimination or nationality discrimination. #Sg #France #Singapore #australia #London #EU,racial discrimination
422372533,2012-07-02 12:23:18+00:00, ,2.19768E+17,en,0,0,0,1, ,"RT @XihengEvolution: @Hypnotisedd As in,Singapore is a multi-racial country but there's still discrimination happening ,Forget it ... i  ...",racial discrimination
401151069,2012-07-02 12:22:50+00:00, ,2.19768E+17,en,0,0,1,1, ,"@Hypnotisedd As in,Singapore is a multi-racial country but there's still discrimination happening ,Forget it ... i was just random._.",racial discrimination
401151069,2012-07-02 12:20:33+00:00, ,2.19768E+17,en,0,0,1,0, ,"Racial Discrimination shouldn't even happen in Singapore =_= I mean come on,It's Singapore...",racial discrimination
172796191,2012-10-13 12:50:31+00:00, ,2.57101E+17,en,0,0,0,0, ,A sign of inferior Singapore journalism - Racial discrimination becomes Clan discrimination. 笱逜 not 跁逜 http://t.co/AtAt01Ux,racial discrimination
480443182,2012-10-07 16:04:27+00:00, ,2.54975E+17,en,0,0,0,4, ,RT @jeslynlow97: You know Singapore is a multi racial society..so like we should have like you know racial harmony not discrimination..,racial discrimination
361791839,2012-10-07 16:02:03+00:00, ,2.54975E+17,en,0,0,0,4, ,You know Singapore is a multi racial society..so like we should have like you know racial harmony not discrimination..,racial discrimination
1165541462,2013-03-19 07:14:11+00:00, ,3.13911E+17,en,0,0,1,0, ,"Racial Discrimination is a normal problem in every country,, but i found that was really bad here in singapore,,... http://t.co/msyMVYD3LX",racial discrimination
31401005,2013-03-07 14:12:02+00:00, ,3.09668E+17,en,0,0,0,0, ,inb4 I stir shit up after my Racial Discrimination in Singapore show &amp; tell tomorrow.,racial discrimination
33458179,2013-03-04 01:13:09+00:00, ,3.08385E+17,en,0,0,0,0, ,"Sure, we can always fine tune. Racial discrimination does exist, yes, and we want to stem it out. But if... http://t.co/r7wF4OjOOJ",racial discrimination
271960545,2013-04-02 12:10:32+00:00, ,3.19059E+17,en,0,0,0,0, ,Very true. RT @callmehappykid: READ! Malay Engineer Works in Australia Due to Racial Discrimination in Singapore http://t.co/BzHjyDn5Sq,racial discrimination
1119020485,2013-04-02 12:01:01+00:00, ,3.19057E+17,en,0,0,0,4, ,RT @callmehappykid: READ! Malay Engineer Works in Australia Due to Racial Discrimination in Singapore http://t.co/JZl6EZx0qW,racial discrimination
384729934,2013-04-02 12:00:16+00:00, ,3.19057E+17,en,0,0,0,4, ,RT @callmehappykid: READ! Malay Engineer Works in Australia Due to Racial Discrimination in Singapore http://t.co/JZl6EZx0qW,racial discrimination
82571031,2013-04-02 09:13:09+00:00, ,3.19015E+17,en,0,0,0,1, ,RT @YanSuFiAn: RT @callmehappykid: READ! Malay Engineer Works in Australia Due to Racial Discrimination in Singapore http://t.co/zOh6rG2lsu,racial discrimination
231094070,2013-04-02 09:11:08+00:00, ,3.19014E+17,en,0,0,0,1, ,RT @callmehappykid: READ! Malay Engineer Works in Australia Due to Racial Discrimination in Singapore http://t.co/zOh6rG2lsu,racial discrimination
87973493,2013-04-02 09:05:28+00:00, ,3.19013E+17,en,0,0,1,4, ,READ! Malay Engineer Works in Australia Due to Racial Discrimination in Singapore http://t.co/JZl6EZx0qW,racial discrimination
187294495,2013-04-02 04:45:46+00:00, ,3.18947E+17,en,0,0,0,4, ,RT @adiyadoni: Malay Engineer Works in Australia Due to Racial Discrimination in Singapore http://t.co/3tITH5bjk5 via @www.twitter.com/r ...,racial discrimination
47632250,2013-04-02 04:40:30+00:00, ,3.18946E+17,en,0,0,0,4, ,RT @adiyadoni: Malay Engineer Works in Australia Due to Racial Discrimination in Singapore http://t.co/3tITH5bjk5 via @www.twitter.com/r ...,racial discrimination
27214241,2013-04-02 04:19:07+00:00, ,3.18941E+17,en,0,0,1,4, ,Malay Engineer Works in Australia Due to Racial Discrimination in Singapore http://t.co/3tITH5bjk5 via @www.twitter.com/realsingapore,racial discrimination
271216592,2013-04-02 03:55:31+00:00, ,3.18935E+17,en,0,0,0,0, ,Malay Engineer Works in Australia Due to Racial Discrimination in Singapore http://t.co/jl7REfd80u,racial discrimination
243942106,2013-04-02 02:21:17+00:00, ,3.18911E+17,en,0,0,0,0, ,Malay Engineer Works in Australia Due to Racial Discrimination in Singapore http://t.co/wAvAFVby50 #OpPopulation,racial discrimination
86736177,2013-04-02 02:21:16+00:00, ,3.18911E+17,en,0,0,0,0, ,(RealSg) Malay Engineer Works in Australia Due to Racial Discrimination in Singapore http://t.co/FbbxSpAtoY,racial discrimination
128842028,2013-06-22 11:30:08+00:00, ,3.48403E+17,en,0,0,0,0, ,I'm disgusted by the racial discrimination towards Indians in other countries. I'm so lucky to be in singapore as we have adapted to accept,racial discrimination
74819814,2013-07-17 04:32:49+00:00, ,3.57357E+17,en,0,0,0,0, ,#sports #news Cricket: Arthur sues Australia for racial discrimination: Australia's first foreign-b... http://t.co/FxDwL3VZdh #singapore,racial discrimination
205298307,2013-07-17 02:58:44+00:00, ,3.57334E+17,en,0,0,0,0, ,DTN Singapore: Cricket: Arthur sues Australia for racial discrimination: Australia's first foreign-born coach ... http://t.co/2O0i1Qp5gD,racial discrimination
381617129,2013-07-02 13:55:46+00:00, ,3.52063E+17,en,0,0,0,0, ,Singapore will always have racial discrimination no matter what,racial discrimination
113667806,2013-08-17 16:41:55+00:00, ,3.68775E+17,en,0,0,0,1, ,RT @EZAZWealth: Might want to ponder http://t.co/IsPvcQS5i9,racial discrimination
1007672972,2013-08-17 15:12:44+00:00, ,3.68752E+17,en,0,0,0,1, ,Might want to ponder http://t.co/IsPvcQS5i9,racial discrimination
593775158,2013-08-09 09:50:48+00:00, ,3.65772E+17,en,0,0,0,0, ,"What do you regret in Singapore ? 〞 Racial Discrimination , Lack of LGBT rights , lack Political expression http://t.co/VV8mKW3DJg",racial discrimination
78297773,2013-08-01 18:33:21+00:00, ,3.63005E+17,en,0,0,0,1, ,RT @SEXDRUGZNHOUSE: Malay Engineer Works in Australia Due to Racial Discrimination in Singapore http://t.co/OgaAZN0Ne4 via @www.twitter.com＃,racial discrimination
151363786,2013-08-01 18:28:01+00:00, ,3.63003E+17,en,0,0,0,1, ,Malay Engineer Works in Australia Due to Racial Discrimination in Singapore http://t.co/OgaAZN0Ne4 via @www.twitter.com/realsingapore,racial discrimination
50569896,2013-09-18 16:14:32+00:00, ,3.80364E+17,en,0,0,0,0, ,66% of Malays experienced racial discrimination when applying for jobs: IPS Survey | The Real Singapore http://t.co/9wNQGbu651,racial discrimination
271216592,2013-09-18 00:35:32+00:00, ,3.80128E+17,en,0,0,0,0, ,"While 33% Malays said that they have never faced racial discrimination in Singapore when applying for a job, 19%... http://t.co/jz0HfphVtk",racial discrimination
76305509,2013-12-09 20:14:26+00:00, ,4.1014E+17,en,0,0,0,0, ,Indians in Singapore forgot that they're not in India to start a riot and now complain of racial discrimination? #LittleIndiaRiot,racial discrimination
217113905,2013-12-08 15:58:19+00:00, ,4.09714E+17,en,1,0,1,0, ,Riot in Singapore? Come'on... We got over that racial discrimination childish period already.,racial discrimination
100162000,2014-01-28 12:13:18+00:00, ,4.28139E+17,en,1,0,1,0, ,I really don't like the racial discrimination in Singapore.,racial discrimination
37145570,2014-01-23 07:30:19+00:00, ,4.26256E+17,en,0,0,0,1, ,RT @BreakfastNet: How far has Singapore's armed forces come in terms of racial issues?... http://t.co/hbMtLgAYPb,racial discrimination
1070003822,2014-01-23 04:03:13+00:00, ,4.26203E+17,en,0,0,0,1, ,How far has Singapore's armed forces come in terms of racial issues?... http://t.co/hbMtLgAYPb,racial discrimination
24728152,2014-01-22 18:59:02+00:00, ,4.26066E+17,en,0,0,0,1, ,"RT @jolantru: Oh Singapore, you need to deal with the issues left by colonialism: racism and racial discrimination. #AntonCasey",racial discrimination
15899971,2014-01-22 13:19:56+00:00, ,4.25981E+17,en,0,0,1,1, ,"Oh Singapore, you need to deal with the issues left by colonialism: racism and racial discrimination. #AntonCasey",racial discrimination
29545784,2014-03-20 04:55:06+00:00, ,4.4651E+17,en,0,0,0,0, ,Racial discrimination in the entertainment world in Singapore just became real to me.,racial discrimination
37705809,2014-04-27 18:27:11+00:00, ,4.60485E+17,en,0,0,0,0, ,"But bearing in mind that I do have male privilege and I am part of a racial majority in Singapore, I wouldn't face discrimination compared",racial discrimination
363497817,2014-04-06 12:57:22+00:00, ,4.52792E+17,en,0,0,0,0, ,George Brandis' Racial Discrimination Act changes allow hate to fester #auspol #beijing  #singapore #jakarta http://t.co/PUqMh46rAJ via @smh,racial discrimination
1613159982,2014-05-16 17:40:13+00:00, ,4.67359E+17,en,0,0,0,1, ,RT @Jiurangwoaini: The overcharging of foods to a #filipino tourist in #singapore is a clear sign of racial discrimination.That's the real ＃,racial discrimination
92770789,2014-05-16 11:49:30+00:00, ,4.67271E+17,en,1,0,0,1, ,The overcharging of foods to a #filipino tourist in #singapore is a clear sign of racial discrimination.That's the real story,racial discrimination
116149385,2014-05-02 09:03:06+00:00, ,4.62155E+17,en,0,0,0,0, ,Is racial discrimination or xenophobia well alive in Singapore? #prejudice #fear #racism #intolerance http://t.co/kGF1wbWWUJ,racial discrimination
13821312,2014-05-02 06:35:05+00:00, ,4.62118E+17,en,0,0,0,0, ,"Ah, happy, multi-racial S'pore! BBC News - 'No Indians No PRCs': Singapore's rental discrimination problem http://t.co/UDNjwVNHCt",racial discrimination
15118889,2014-05-02 02:18:18+00:00, ,4.62053E+17,en,0,0,0,0, ,"#Singapore landlords: ""Sorry, no Indians or mainland Chinese."" Racial discrimination exists in private sphere: http://t.co/FgbXAHU4gC",racial discrimination
2177252136,2014-06-22 04:12:09+00:00, ,4.80564E+17,en,0,0,0,0, ,@PSI_Singapore it's an ethnicity you dimwit. Read the UN definition on racial discrimination,racial discrimination
609103932,2014-06-13 16:20:33+00:00, ,4.77486E+17,en,0,0,1,0, ,"Ok Noah wasn't filipino. But he sure was human right? Racial discrimination is a hideous crime. 

http://t.co/ebpJAfmmQx",racial discrimination
296812863,2014-07-27 17:09:31+00:00, ,4.93443E+17,en,0,0,0,4, ,"RT @shamm_alee: There's already racial discrimination is singapore, why make it worse?",racial discrimination
2260215757,2014-07-27 17:00:20+00:00, ,4.93441E+17,en,0,0,0,4, ,"RT @shamm_alee: There's already racial discrimination is singapore, why make it worse?",racial discrimination
582672044,2014-07-27 16:56:37+00:00, ,4.9344E+17,en,0,0,0,4, ,"RT @shamm_alee: There's already racial discrimination is singapore, why make it worse?",racial discrimination
735992539,2014-07-27 16:53:33+00:00, ,4.93439E+17,en,0,0,0,4, ,"There's already racial discrimination is singapore, why make it worse?",racial discrimination
1954664760,2014-08-29 07:04:07+00:00, ,5.0525E+17,en,0,0,0,0, ,Talkabout - Racial Harmony in Singapore (Part 4) : Racial Discrimination http://t.co/XH1mVbmYjE http://t.co/GqSHq0iHSz #singapore,racial discrimination
2564137795,2014-08-18 06:40:08+00:00, ,5.01257E+17,en,0,0,0,5, ,RT @5SOSFAMILYSG: I hate that Singapore is a multi-racial country yet there is still discrimination and hate towards one another wtf #vote5＃,racial discrimination
271379891,2014-08-18 06:27:25+00:00, ,5.01254E+17,en,0,0,0,5, ,RT @5SOSFAMILYSG: I hate that Singapore is a multi-racial country yet there is still discrimination and hate towards one another wtf #vote5＃,racial discrimination
960544328,2014-08-18 06:26:14+00:00, ,5.01254E+17,en,0,0,0,5, ,RT @5SOSFAMILYSG: I hate that Singapore is a multi-racial country yet there is still discrimination and hate towards one another wtf #vote5＃,racial discrimination
2653560361,2014-08-18 06:18:28+00:00, ,5.01252E+17,en,0,0,0,5, ,RT @5SOSFAMILYSG: I hate that Singapore is a multi-racial country yet there is still discrimination and hate towards one another wtf #vote5＃,racial discrimination
2741432126,2014-08-18 06:18:20+00:00, ,5.01252E+17,en,0,0,0,5, ,RT @5SOSFAMILYSG: I hate that Singapore is a multi-racial country yet there is still discrimination and hate towards one another wtf #vote5＃,racial discrimination
715693982,2014-08-18 06:17:13+00:00, ,5.01251E+17,en,0,0,0,5, ,I hate that Singapore is a multi-racial country yet there is still discrimination and hate towards one another wtf #vote5sos,racial discrimination
130066399,2014-08-09 04:24:57+00:00, ,4.97962E+17,en,0,0,0,0, ,Racial discrimination in Singapore is illegal. But not age discrimination. That's why you must never give up your M'sian citizenship #sg49,racial discrimination
2489597540,2014-11-29 08:33:33+00:00, ,5.38612E+17,en,0,0,0,0, ,MALAY ENGINEER WORKS IN AUSTRALIA DUE TO RACIAL DISCRIMINATION IN SINGAPORE | http://t.co/0nklPVp6mx http://t.co/l3JBS5E0Am,racial discrimination
554829870,2014-11-29 02:32:29+00:00, ,5.38521E+17,en,0,0,0,0, ,Malay Engineer Works in Australia Due to Racial Discrimination in Singapore http://t.co/eH0vRaOhPq,racial discrimination
78492644,2014-11-29 02:21:48+00:00, ,5.38518E+17,en,0,0,0,0, ,Chinapore!!!! http://t.co/MBghaPu7y3,racial discrimination
817685796,2014-12-04 14:05:16+00:00, ,5.40507E+17,en,0,0,0,0, ,Malay Engineer Works in Australia Due to Racial Discrimination in Singapore http://t.co/ehmjtQ4O1P,racial discrimination
340096963,2014-12-02 15:14:14+00:00, ,5.398E+17,en,0,0,0,0, ,"""@syahrulzaman81:http://t.co/tegtDnJTtP"" good read,thanx mate for sharing,for others who love singkapore so much,nah amik",racial discrimination
2912443228,2015-02-11 21:13:11+00:00, ,5.6562E+17,en,0,0,0,1, ,RT @johnvanreenen: Econometrics of racial discrimination by #sex workers in #Singapore http://t.co/cBewR2YzeK,racial discrimination
62340455,2015-02-11 19:59:59+00:00, ,5.65601E+17,en,1,0,0,1, ,Econometrics of racial discrimination by #sex workers in #Singapore http://t.co/cBewR2YzeK,racial discrimination
190543918,2015-02-02 15:43:34+00:00, ,5.62275E+17,en,1,0,1,0, ,@icedwater There's something unsettling when a Chinese guy comes out &amp; denies that racial discrimination exists in Singapore.,racial discrimination
43852615,2015-05-23 17:56:24+00:00, ,6.02171E+17,en,0,0,0,0, ,when you feel pump to write about racial discrimination in singapore but not pump enough to finish ur finance report,racial discrimination
29141352,2015-06-04 19:40:43+00:00, ,6.06546E+17,en,0,0,0,0, ,Ok lets drive without license  see if got racial discrimination or gender discrimination in the justice system http://t.co/iGVbTJmium,racial discrimination
92541612,2015-06-03 03:04:06+00:00, ,6.05933E+17,en,0,0,0,0, ,Or widespread discrimination against minorities through use of Mother Tongue and in award of scholarships http://t.co/RFgr80ipt6,racial discrimination
177971854,2015-07-20 23:25:44+00:00, ,6.23273E+17,en,0,0,0,6, ,"RT @AJStream: .@kixes says if Singapore really wants a harmonious multi-racial society, it must focus on anti-discrimination, rather than h＃",racial discrimination
1634221849,2015-07-20 20:00:42+00:00, ,6.23221E+17,en,0,0,0,4, ,"RT @AJStream: .@kixes says if Singapore really wants a harmonious multi-racial society, it must focus on anti-discrimination, rather than h＃",racial discrimination
826162615,2015-07-20 19:49:30+00:00, ,6.23218E+17,en,0,0,0,4, ,"RT @AJStream: .@kixes says if Singapore really wants a harmonious multi-racial society, it must focus on anti-discrimination, rather than h＃",racial discrimination
1400696407,2015-07-20 19:46:06+00:00, ,6.23217E+17,en,0,0,0,4, ,"RT @AJStream: .@kixes says if Singapore really wants a harmonious multi-racial society, it must focus on anti-discrimination, rather than h＃",racial discrimination
236891946,2015-07-20 19:45:39+00:00, ,6.23217E+17,en,1,0,2,4, ,".@kixes says if Singapore really wants a harmonious multi-racial society, it must focus on anti-discrimination, rather than hurt feelings.",racial discrimination
576247210,2015-07-20 18:26:28+00:00, ,6.23197E+17,en,0,0,0,6, ,"RT @AJStream: .@kixes says if Singapore really wants a harmonious multi-racial society, it must focus on anti-discrimination, rather than h＃",racial discrimination
363494868,2015-07-20 16:11:09+00:00, ,6.23163E+17,en,0,0,0,6, ,"RT @AJStream: .@kixes says if Singapore really wants a harmonious multi-racial society, it must focus on anti-discrimination, rather than h＃",racial discrimination
27182288,2015-07-20 16:08:22+00:00, ,6.23163E+17,en,0,0,0,6, ,"RT @AJStream: .@kixes says if Singapore really wants a harmonious multi-racial society, it must focus on anti-discrimination, rather than h＃",racial discrimination
1389461546,2015-07-20 15:55:38+00:00, ,6.23159E+17,en,0,0,0,6, ,"RT @AJStream: .@kixes says if Singapore really wants a harmonious multi-racial society, it must focus on anti-discrimination, rather than h＃",racial discrimination
58527394,2015-07-20 15:54:51+00:00, ,6.23159E+17,en,0,0,0,6, ,"RT @AJStream: .@kixes says if Singapore really wants a harmonious multi-racial society, it must focus on anti-discrimination, rather than h＃",racial discrimination
236891946,2015-07-20 15:54:00+00:00, ,6.23159E+17,en,0,0,0,6, ,".@kixes says if Singapore really wants a harmonious multi-racial society, it must focus on anti-discrimination, rather than hurt feelings.",racial discrimination
172796191,2015-07-12 05:10:21+00:00, ,6.20098E+17,en,0,0,0,0, ,Does racial discrimination laws applied to other nationality in #Singapore ?,racial discrimination
342063863,2015-08-01 17:11:59+00:00, ,6.27527E+17,en,0,0,0,1, ,RT @TheReaLZikri: Today I found out that discrimination exist in Singapore. Not racial discrimination but one against NSMEN. Well done #KTPH,racial discrimination
1900449505,2015-09-29 15:45:47+00:00, ,6.48886E+17,en,0,0,0,0, ,"Racial discrimination is well and alive in Singapore!

A good read... even after LA EOYs so yeahh
https://t.co/ZCPwhhJKcv via @sharethis",racial discrimination
398096178,2015-10-27 10:49:39+00:00, ,6.58959E+17,en,0,0,0,0, ,[Y!] WP: Perceptions of racial discrimination must be addressed: Structural factors and institution... https://t.co/BodwvfD9pv #singapore,racial discrimination
275702283,2015-10-25 02:51:08+00:00, ,6.58114E+17,en,0,0,0,2, ,"RT @Temasek: Regardless of race, language or religion: #Singapore signs global pact against race discrimination. More on @STcom: https://t.＃",racial discrimination
